Gene Symbol,pTS
UROS,0.27906
MDH2,0.42649
GPR56,0.42645
VPS37B,0.28978
FTSJ3,0.39331
RIOK1,0.2248
FRA10AC1,0.25014
CLU,0.42616
SAP30,0.18459
LDLR,0.42612
MANEAL,0.42601
SAMHD1,0.42599
IL20RB,0.23221
POLR3K,0.40426
ELP4,0.16465
FUT11,0.42577
MRPL13,0.17786
MRPS35,0.18221
PTPRQ,0.29549
SELM,0.42558
LBH,0.17823
FAM118A,0.42537
ZDHHC13,0.40545
IL22RA1,0.29518
FOXA3,0.42524
TIAF1,0.42519
NXPH2,0.20913
THSD7B,0.22024
PDHX,0.14857
CTC-479C5.12,0.42507
RPF1,0.32567
SNX8,0.1681
GCC2,0.34895
ECI2,0.23944
C17orf72,0.42497
VTI1A,0.42484
ZNF430,0.11074
ITGAD,0.42478
GREM2,0.42475
LPPR5,0.42466
CARS2,0.31207
C6orf57,0.22907
CDCA7L,0.26143
THSD1,0.28306
TMEM138,0.42434
DSCR3,0.27389
CSPG5,0.42427
ZADH2,0.19118
NSUN4,0.42408
FOXN4,0.38938
LRP10,0.42384
MSS51,0.42364
FXYD6-FXYD2,0.42351
GTPBP10,0.20753
CCDC136,0.42346
ABCA6,0.07472
BBS5,0.4234
RIN3,0.26536
COMMD9,0.32786
ME3,0.38352
GCKR,0.42268
MCOLN3,0.42255
RBKS,0.42251
TMEM134,0.42251
LSM11,0.42246
MME,0.21918
KREMEN2,0.42238
TSR1,0.42214
CYB5R3,0.42209
DCLRE1C,0.12594
HMMR,0.36164
CNPPD1,0.42198
PLBD2,0.36235
CCSER1,0.35962
SLC16A10,0.41185
ALKBH2,0.42176
PARL,0.3315
ERMARD,0.18615
GDF1,0.42137
ANKRD2,0.42122
CDYL2,0.30624
KCNS1,0.42113
UTP3,0.42108
CTGF,0.31574
FBN3,0.42094
ABHD14A,0.42089
TRIM65,0.42084
DLX3,0.42084
ACADS,0.42082
NIPAL4,0.34232
ANXA9,0.42057
EXPH5,0.12361
RPS19BP1,0.42039
E2F2,0.42023
CDK18,0.42023
HEXDC,0.42002
MDP1,0.41995
UNC45B,0.41985
MTERFD1,0.15928
LIPA,0.41979
KIAA0556,0.21588
MX2,0.41935
HNRNPUL2-BSCL2,0.41934
AKIP1,0.12787
ANO5,0.09286
BBC3,0.41925
TMEM169,0.41919
KRT31,0.41916
RPL36AL,0.41898
RTCA,0.41894
MGC10955,0.41892
RGCC,0.23616
BDH1,0.0914
PUS10,0.3852
ZSCAN20,0.41859
IFIT3,0.41854
RPP30,0.12679
TERF2IP,0.33109
SLC22A4,0.41847
VANGL1,0.41845
TG,0.23413
ZGPAT,0.41835
PHGDH,0.41829
SDCCAG3,0.41828
FSTL4,0.41821
GALK2,0.22731
CYB5A,0.10369
RXFP4,0.41786
HSPA13,0.28895
CDCP1,0.2601
CDHR4,0.4177
RNASEH1,0.2772
AGA,0.13328
POC1B,0.27332
CENPJ,0.17007
TST,0.41708
ZNHIT2,0.41704
PLSCR4,0.11657
AC026740.1,0.26047
COL9A1,0.3517
CYB5R1,0.41673
INPP5K,0.41666
MRPL44,0.13147
CILP2,0.41662
ST6GALNAC1,0.14406
RCN1,0.32815
HINT2,0.41637
OPTN,0.20343
NRN1L,0.4163
PMVK,0.41618
CWF19L1,0.41612
HRCT1,0.41605
SLC25A19,0.24454
PCED1B,0.416
COQ3,0.25475
ALDH9A1,0.18905
SPATA5L1,0.40334
RAD51L3-RFFL,0.4158
B3GALNT1,0.41574
PRRC1,0.09571
PDSS2,0.37424
PRDX1,0.41572
CLDN3,0.4157
EPHX2,0.28136
FOXB1,0.20407
HAUS2,0.41549
ZNF428,0.41547
MSH3,0.28459
ZNF83,0.31027
BNIP3,0.23757
HOXA2,0.28528
CRELD1,0.41485
ENTPD5,0.41478
FANCC,0.26638
BAG4,0.35696
PYCRL,0.41465
DBNL,0.41462
TEN1,0.41454
ENKD1,0.41453
ING1,0.41452
MRPL55,0.41451
SLC25A38,0.41436
PRL,0.22571
C6orf89,0.41422
CMTM8,0.22144
NEK10,0.19639
TRPC7,0.32765
GPLD1,0.41411
EDEM1,0.35797
FGD3,0.41409
GNG4,0.41404
RP11-766F14.2,0.41399
PROM2,0.41377
SS18L2,0.41377
RBM45,0.41367
MAPK13,0.41366
COQ6,0.41364
SPRY4,0.41357
SLC16A1,0.27892
MRPL2,0.4134
SLC25A20,0.41336
SOWAHC,0.41331
TAF9,0.41326
BCL2L13,0.17409
FAM174A,0.09184
CNTN5,0.09645
KLHL31,0.40695
DGCR14,0.41303
KRCC1,0.24133
IFNLR1,0.27355
RCN3,0.41263
C12orf23,0.21514
SOX1,0.13042
TMEM179B,0.41247
ZC3H8,0.4124
NAT9,0.41232
TMEM86A,0.41231
SP140L,0.17223
CNDP2,0.34183
KIAA1324,0.41212
MOB3B,0.22099
NKX2-2,0.29725
HIST2H2AC,0.38685
TGFBR3L,0.412
BFAR,0.3491
OTUD6B,0.14196
LYRM7,0.41187
FOXJ1,0.41177
YIPF1,0.41158
CALML3,0.41155
AL356356.1,0.41151
PAX7,0.1852
C19orf81,0.4115
NCAPH,0.41137
TICAM2,0.4113
ISOC1,0.17584
HSD17B14,0.41123
TMEM53,0.41122
TP53INP1,0.31013
XXcos-LUCA11.5,0.41121
SNTG1,0.14649
SLC36A4,0.12038
RP11-195F19.5,0.41094
FGF1,0.21938
DCLK3,0.10781
AC021860.1,0.41075
ATOX1,0.16849
DOC2A,0.41058
TTF1,0.41055
DCST2,0.41017
LRIG2,0.32039
CAND2,0.24561
CYP2U1,0.40987
EPHA8,0.4098
CCDC71L,0.34394
LCMT1,0.23696
ATIC,0.22111
ACSS3,0.32312
KANK3,0.40959
RNF152,0.24672
FMN1,0.10155
C17orf107,0.40933
ZNF544,0.40914
FANCE,0.40903
IQGAP2,0.34182
S100A4,0.40889
HRSP12,0.40875
THUMPD2,0.10922
ITGAM,0.4084
IL4I1,0.40838
R3HDM4,0.40827
RP11-429E11.3,0.40823
TMC8,0.40821
C9orf169,0.40814
C7orf73,0.17096
NOA1,0.40808
AP003774.4,0.40797
CTD-3148I10.9,0.40782
VRK3,0.40769
SPIDR,0.29519
GLTSCR2,0.37934
ARHGAP28,0.09411
TOMM5,0.3456
GPR17,0.4075
SGPP1,0.38033
SETD6,0.4072
EGF,0.40718
FAM13A,0.25326
ASPSCR1,0.40712
COG8,0.40709
HSCB,0.4069
THY1,0.40684
NDUFA11,0.40682
TNFRSF4,0.40679
CLN8,0.04687
ZNF641,0.40667
ATP6V1G1,0.29364
CENPBD1,0.40663
TBCE,0.10881
CHPT1,0.36846
PPIL1,0.40629
ZFP30,0.40613
GPR19,0.40598
HS3ST5,0.25226
CEP76,0.40588
TMEM8A,0.40586
ZNF860,0.40581
NOB1,0.40576
MYL3,0.40575
TOR1B,0.40564
F11R,0.40563
OLFML2A,0.14601
SH3YL1,0.08406
RNASEH2C,0.40551
NARFL,0.40538
ZNF224,0.40527
BSCL2,0.40527
ARL6IP6,0.13183
MAP6,0.29537
ATP5O,0.37405
BRI3,0.40503
TRIM35,0.40502
IL10RA,0.16376
RSPO1,0.40485
GGN,0.40484
KCNK10,0.40479
CALML5,0.18767
ZC3HAV1,0.3002
CTD-3214H19.16,0.40454
B3GNT8,0.40445
KRT8,0.35434
GPR157,0.19969
GAA,0.14567
MPPE1,0.20378
LRMP,0.32976
KRTAP2-2,0.40374
NFU1,0.23811
FAM188B,0.12726
FUT10,0.11527
TMEM175,0.34508
RMND5B,0.40348
PLEKHJ1,0.40341
ATF6,0.36996
GADD45A,0.40325
CLMP,0.17344
TPD52L2,0.39269
LXN,0.25124
ALOX12,0.40307
PAAF1,0.35477
CPVL,0.40301
G0S2,0.4029
PELO,0.27221
SERTAD1,0.40284
NAALADL1,0.40278
PPIB,0.40269
RASSF4,0.40269
METTL25,0.13146
ASPRV1,0.40232
ADM,0.27109
MRPL27,0.35525
FAXDC2,0.34932
CEP70,0.21721
FBXO10,0.16984
XRCC4,0.36584
ID3,0.20831
USP2,0.40181
WDR89,0.23773
FAM47E-STBD1,0.40173
SMPDL3A,0.13695
C18orf63,0.13955
SFXN2,0.40141
RHOF,0.40128
POU4F3,0.09478
PRRG2,0.40116
VSIG10,0.25565
PTGER3,0.149
GCSH,0.22444
ASTE1,0.18927
PRRT4,0.40079
UBOX5,0.40075
LGALS4,0.40072
ZNF835,0.40068
SRP19,0.40062
MOBP,0.40058
PDCD2L,0.25293
C16orf11,0.40054
FOLR1,0.40048
AP003733.1,0.4004
CLGN,0.40038
KIAA1407,0.40035
TPH1,0.3908
COLCA2,0.40031
FAM219B,0.4003
C17orf96,0.40021
CRCP,0.3678
C19orf57,0.40008
CEP85L,0.37185
FOXQ1,0.15466
GFOD2,0.39992
POU2F3,0.39992
RHNO1,0.16889
MTRNR2L1,0.10037
SERTM1,0.39979
SPATA5,0.39969
REEP5,0.21611
ICAM2,0.39966
ROGDI,0.39965
C17orf62,0.39945
TMEM167B,0.39933
SCN11A,0.29404
METTL21B,0.3992
XAF1,0.39917
PLG,0.39911
S100B,0.23478
FUT9,0.39898
ASB8,0.39892
ZNF197,0.39888
ABHD3,0.32735
P2RX5-TAX1BP3,0.38898
UMODL1,0.39866
TMSB10,0.3127
CRNN,0.39861
LYAR,0.19713
ZNF649,0.39854
TIGD2,0.39843
MFSD8,0.36024
OIT3,0.39824
THBS4,0.21565
CASP6,0.39815
PLEKHN1,0.39811
TRIM56,0.39803
ZNF213,0.39803
KLHL41,0.39777
AMICA1,0.39772
TTC12,0.17982
CCDC51,0.39766
P2RX3,0.39758
RNASEK-C17orf49,0.39746
FGFBP1,0.07601
POLR2E,0.39737
RRAGA,0.39722
AOC3,0.39715
TRAPPC3,0.32341
HVCN1,0.2872
CDADC1,0.18792
C8orf76,0.15855
DNPEP,0.39676
ECHDC1,0.14505
AOX1,0.16751
C1orf123,0.39639
MDM1,0.20008
C17orf89,0.39628
WDR4,0.14892
ADHFE1,0.39612
RASL10A,0.39609
FRZB,0.16343
MKI67IP,0.19418
TAC1,0.16258
TMEM222,0.39561
ADAMTS17,0.10366
PMEL,0.39556
PLEKHA8,0.39551
ALS2CR11,0.38612
IL1RN,0.39542
ZMYM6NB,0.39532
HAUS8,0.39531
BVES,0.08122
FRAT1,0.39529
C17orf51,0.18647
SPIRE2,0.26653
DNAH5,0.09769
ZDHHC1,0.39508
DOK5,0.3948
CCDC104,0.24677
HACL1,0.25769
BLOC1S6,0.39451
RP11-434D12.1,0.39451
GTF2H3,0.30131
SERPINB1,0.107
STX16-NPEPL1,0.39428
RP11-296A16.1,0.39428
SERPINF1,0.26886
TFEC,0.11812
G6PC,0.39417
ANKLE1,0.39398
ZSWIM3,0.39396
PSMD9,0.39392
FANCG,0.39383
EN1,0.20905
HOXA1,0.38449
IL6,0.17246
ZBTB40,0.31055
TDP2,0.19214
CNTD2,0.39357
ANKS6,0.24858
DPH3,0.09806
KCNQ1,0.21492
RRP36,0.39349
ZDHHC20,0.39342
GYLTL1B,0.39338
DPH1,0.39337
CHRM5,0.39335
ETFDH,0.25802
TIGD3,0.39332
CDKL3,0.39315
C14orf132,0.23396
PHYKPL,0.39305
PPP1R14C,0.18639
COL28A1,0.04542
DIS3L,0.39273
CCDC30,0.39267
NDUFA12,0.08877
TSHR,0.08083
ASAH1,0.05611
RTN4IP1,0.39223
CENPN,0.17537
ARL6IP5,0.19498
RAB3D,0.39213
ARG2,0.39207
C3orf80,0.39204
FMOD,0.20744
LACE1,0.39201
CDKN3,0.39196
TPH2,0.39187
DPH5,0.34241
AHRR,0.11962
SLC4A1AP,0.38724
ZNF551,0.39169
SOAT1,0.29865
GAL3ST4,0.3916
MAD2L1,0.29747
LYPLAL1,0.03989
HSD17B13,0.39147
NEUROG2,0.16106
PMS1,0.21882
FAM129A,0.13792
EPHX4,0.39132
ZNF585A,0.3913
SOX14,0.19171
FAM133B,0.32486
NUCB2,0.30578
RTL1,0.20803
CD37,0.3909
CBR4,0.10613
SOWAHA,0.39083
SUMO4,0.39063
RIC8A,0.32931
RNF217,0.2998
CDHR2,0.39042
AC027763.2,0.39032
ZNF625,0.3903
WDR66,0.38988
PPFIBP2,0.15183
SOX18,0.38978
SDC4,0.38962
ECH1,0.38959
COX5B,0.20624
FAM222B,0.38947
GPRC5A,0.10669
PLA2R1,0.15213
NPHP4,0.38903
SHC4,0.36839
NUDT5,0.28162
CHDH,0.38888
TMEM50B,0.38888
MED21,0.38876
NUDCD1,0.33895
TM6SF2,0.38849
LMAN2,0.38832
PGPEP1,0.38831
AFAP1,0.08517
DCAF16,0.17799
PHF7,0.38809
FAM89A,0.25376
HEMK1,0.38803
PLA2G4C,0.38793
AQP4,0.33267
TAT,0.38787
EAF2,0.38771
MYLK3,0.13531
CHST9,0.07635
KIF22,0.38755
IMPACT,0.32132
YARS2,0.2278
BATF2,0.3874
DSN1,0.32797
RP11-691N7.6,0.38731
PYGB,0.3873
RBM18,0.38719
RASSF1,0.38713
ZNF133,0.27663
TSNARE1,0.13411
MRPS5,0.38708
DNHD1,0.38698
KCNIP3,0.38696
FIG4,0.38692
HMGCL,0.38686
LRTM2,0.11525
S1PR5,0.38675
EPO,0.38661
RAMP2,0.38652
DCPS,0.26252
ZNF784,0.38636
VAMP3,0.12025
SKOR1,0.38633
GTF3C6,0.27642
PNMA1,0.38613
LHPP,0.23228
BAG1,0.25262
MMADHC,0.12627
MASP1,0.24393
CHAC1,0.38592
AGTRAP,0.38587
C1QTNF6,0.3858
LRRC48,0.38579
GPBP1L1,0.15654
MIS12,0.38572
KIAA0391,0.16041
B3GNT9,0.38558
HOXA10,0.2613
MAP2K3,0.38549
SUOX,0.38527
HOXB7,0.38523
TNIP2,0.31542
DHPS,0.38493
KRT9,0.3849
CHST10,0.38489
TMEM109,0.38488
IP6K3,0.38478
PIGM,0.38463
CNGA1,0.18739
PGLS,0.38438
DONSON,0.38418
DUSP2,0.38417
ADAM28,0.07612
CCDC91,0.2796
PRIM2,0.13743
ZMYND15,0.38378
MARCH8,0.38365
ANKEF1,0.16716
OLFML3,0.38351
SYF2,0.38338
CCDC134,0.3833
CPQ,0.29989
AC022498.1,0.08045
SPINT1,0.38315
HAUS1,0.3693
TMEM67,0.37257
PDIA5,0.30244
ACCS,0.38302
BCAT2,0.3829
TXNDC12,0.38277
KCNF1,0.38263
ORC1,0.38249
VILL,0.38247
RDH5,0.3823
PRG4,0.29689
HYI,0.38228
RAB3IL1,0.38223
EML2,0.38214
GPR123,0.27919
HAUS3,0.08506
HOXB9,0.38192
IGF2,0.27767
ORMDL1,0.28144
TSEN2,0.0611
BPNT1,0.27363
HHIPL1,0.38163
ENPP3,0.38159
ZFP91-CNTF,0.38156
HMOX2,0.38148
CUTC,0.25188
TMPRSS13,0.38123
KCNA3,0.38119
VAX1,0.28674
PCNXL4,0.09338
COQ5,0.24871
CHMP1A,0.38098
HDHD2,0.18182
PRSS53,0.38067
SPG20,0.25022
CALY,0.38055
STXBP4,0.23194
TWSG1,0.09851
SUPT20H,0.38029
GCFC2,0.19725
FBLN7,0.37996
AKAP7,0.35603
NEUROD1,0.30803
S1PR2,0.37974
C19orf44,0.37974
GCC1,0.37963
KIAA0753,0.37958
RFK,0.15259
CSPP1,0.25146
MBTPS1,0.08347
GORAB,0.14256
CCDC65,0.37929
LGR6,0.3792
HIST1H2AE,0.3791
NCR3LG1,0.37909
C1RL,0.37895
DUSP14,0.37894
ARHGAP24,0.26245
DNAJC18,0.37879
TMTC4,0.27123
RGS11,0.37863
ASB16,0.37862
FOXRED1,0.37853
MYOT,0.37848
UBE2D4,0.37835
SEC31B,0.37833
TMEM192,0.14757
CTC-487M23.8,0.16986
ABHD10,0.34398
FAM107B,0.14956
VPS9D1,0.26383
CROT,0.37803
MED9,0.37119
ZNF485,0.31978
SYCE1,0.37784
ZNF34,0.3223
PIGX,0.37781
KLHL21,0.37774
MRPL38,0.37771
RILP,0.37768
MRPS28,0.1222
ATP5G2,0.37751
WBP4,0.16578
MRPL32,0.18706
POU2AF1,0.21327
TTC19,0.23057
PRR24,0.37704
AKNA,0.377
PFKFB4,0.37691
NUDT16L1,0.37669
ADAMTS8,0.13955
FAM109B,0.37668
B4GALNT1,0.37664
SCFD2,0.28567
CFI,0.37658
CTB-129P6.11,0.37637
GMPR,0.17846
MLLT11,0.37618
CD5,0.37616
CD53,0.37605
SCNM1,0.37598
NRAP,0.37597
OTX1,0.37587
STK31,0.31475
TNFAIP8L2,0.37544
C4orf47,0.37542
PHTF1,0.37539
COX15,0.3752
PPAP2C,0.12181
SCARA5,0.1504
CTC1,0.37488
ARMC9,0.10269
GRPEL1,0.23015
EVC,0.09932
C15orf52,0.3747
FGD2,0.3747
RNASET2,0.28228
SRD5A3,0.36636
ANKRD34C,0.37427
TMEM41A,0.35502
MUC1,0.37424
PCSK9,0.37412
LAT,0.37411
SH2D5,0.37407
SPECC1L-ADORA2A,0.37406
TMEM110-MUSTN1,0.37405
MBLAC1,0.37387
C16orf13,0.37383
MAD2L1BP,0.37363
ERAP2,0.10389
MRPL47,0.27246
COMMD1,0.23649
DEPDC1,0.19436
NDUFA13,0.25961
MTRNR2L5,0.12027
RGS8,0.37338
GPR133,0.1045
NDUFA4L2,0.37315
CCDC126,0.23619
POC5,0.35062
GNPDA1,0.37303
WDR62,0.37298
PTTG1IP,0.21673
GALC,0.0649
SLC35A5,0.33017
C20orf196,0.12341
C21orf33,0.37277
CORO2A,0.37271
SLCO5A1,0.3727
FIS1,0.37265
RERG,0.1042
ALOX15B,0.37251
KRTCAP2,0.37249
KIF17,0.37243
EID2,0.37231
ISLR,0.37226
SLC6A2,0.37226
FUT7,0.37221
ESRRB,0.37218
JDP2,0.36239
WRAP53,0.37214
SIGLEC11,0.37209
AC019294.1,0.37202
ERO1LB,0.372
SCO1,0.23775
HEATR5A,0.21888
AP5B1,0.37189
FXYD3,0.37187
D2HGDH,0.37173
CDKL1,0.37168
PPAPDC1A,0.37167
ICOSLG,0.37034
CDC42EP2,0.37159
IL10RB,0.37156
ZNF672,0.37156
C14orf28,0.08635
SEMA4F,0.37152
PPP1R3C,0.13165
APOBEC2,0.14307
TYMP,0.37129
CHMP4A,0.37124
PARP3,0.37114
SPDYA,0.35646
ZNF823,0.30266
LAT2,0.37095
RRP1,0.37091
NDUFB8,0.37087
CYB5B,0.17037
KRR1,0.11164
GPR37L1,0.37082
SLC32A1,0.37081
ALS2CL,0.37072
ERCC8,0.21262
PYROXD2,0.37063
ANXA5,0.09995
TLE6,0.37061
WFIKKN2,0.37055
PPM1M,0.37052
HAAO,0.22336
RP11-123K3.4,0.37044
HRK,0.37043
EXO1,0.05794
TXLNB,0.1176
WNT1,0.37032
CAPS,0.37029
FAM212A,0.37021
C19orf80,0.37018
PLEKHB1,0.37016
ZNF585B,0.31955
PPAPDC1B,0.37012
MGST3,0.37004
HOXD10,0.37
SRRM5,0.36988
MSRB3,0.13001
CDK3,0.3698
B4GALT7,0.36952
AMACR,0.18923
TMC5,0.14937
ZMAT4,0.34977
FASTKD2,0.35916
BOK,0.23519
FAM216A,0.36893
IMP3,0.36891
ETHE1,0.36888
ARHGAP15,0.17469
ELL3,0.36879
LRWD1,0.36869
TTC21B,0.24047
CASP4,0.18725
TMEM144,0.08803
SNAPC3,0.11813
DLX5,0.21005
ARNTL2,0.29143
KLHL6,0.3075
CGA,0.36814
LGALS1,0.3681
ZNF283,0.36803
SKA2,0.368
GNG7,0.36037
TMEM220,0.13309
CHST8,0.36793
STK4,0.29822
POLG2,0.28364
GTF3C5,0.36764
CAT,0.26367
NAAA,0.36762
IFT57,0.17788
SLC26A11,0.36723
ZUFSP,0.32065
UBE3D,0.3672
CCDC167,0.36714
NDUFB4,0.24574
EDEM2,0.36703
BDH2,0.36696
SGCA,0.36696
HPSE2,0.27883
ARPP21,0.0615
GLB1,0.31484
CYP51A1,0.36687
GXYLT2,0.08877
CNN2,0.36684
MRPS36,0.28577
KDELC2,0.21572
RPL22L1,0.11621
UBIAD1,0.36676
ZNF573,0.18766
MFHAS1,0.0754
HOXB1,0.36666
CTNNBIP1,0.34407
MICALL1,0.36652
TSPAN1,0.36646
CKAP2,0.12828
TMEM234,0.3663
SIRT5,0.27669
GZMM,0.36624
CENPH,0.36602
DAGLB,0.18744
GABRG1,0.26457
B4GALT4,0.35963
SLC25A18,0.36579
PUS7L,0.19265
CNN1,0.36572
ANKAR,0.36567
AL139147.1,0.3656
CDK5RAP3,0.36552
CCL28,0.11378
PTPRJ,0.27854
HDHD3,0.36529
MSH4,0.26831
RASD2,0.26011
MFSD1,0.06213
TEFM,0.36507
PASK,0.36493
RSL1D1,0.11659
DNAJC4,0.36478
GCSAM,0.27072
SLC26A8,0.36468
FIBIN,0.12875
HIST1H2BD,0.36434
ITGA7,0.36431
TMPRSS5,0.36429
MOCOS,0.14056
STAC,0.19434
CNKSR1,0.36417
BPHL,0.17416
BLZF1,0.36415
ZFYVE27,0.36411
SLC9A8,0.36407
PPP2R3C,0.36407
RCAN1,0.20552
ST8SIA2,0.33628
TEX40,0.36378
C6orf120,0.07115
HOXC4,0.3637
COL25A1,0.36369
IL1B,0.36366
EVI2B,0.36362
SGCD,0.1126
ISOC2,0.36353
MANBAL,0.11341
TMEM91,0.36343
VAMP8,0.36341
NES,0.36338
PKIG,0.27679
SFI1,0.3633
PHLDB3,0.36299
INPP1,0.27773
RAD51C,0.20871
TATDN2,0.28613
PIGH,0.33134
LAMTOR4,0.36279
KANK4,0.11766
SLX4IP,0.11544
IER3IP1,0.16818
CINP,0.31555
ZNF235,0.3624
RANBP17,0.10563
CSF2RB,0.31712
C16orf93,0.36225
NUDT15,0.12866
CSRP1,0.34359
FLJ45079,0.3618
KLK13,0.36175
GPR75-ASB3,0.15088
ENGASE,0.36169
NUF2,0.25351
RPL39L,0.36158
HIST1H2BK,0.36152
PTGIS,0.04816
EFCAB4B,0.26707
CASQ1,0.36129
SLC25A40,0.36125
SLC22A15,0.3605
LIPH,0.10605
ZNF317,0.23857
APMAP,0.36115
ZCCHC10,0.23236
GTF2A2,0.25448
BCLAF1,0.10006
MINOS1-NBL1,0.36097
CHST3,0.19994
NOXRED1,0.36092
B3GAT1,0.35493
KIAA1467,0.36088
TAMM41,0.18193
INHBC,0.3607
GPR84,0.36063
FRK,0.13762
SSTR2,0.29526
CCDC3,0.08173
CTD-2192J16.22,0.36041
ENPP4,0.32843
FAM179A,0.36017
TMEM18,0.06519
PPA2,0.22817
NDUFAF6,0.26307
CNIH4,0.19845
TRMT10C,0.30493
DHRS7B,0.11494
IFNG,0.35988
SPATA2L,0.3598
LRRC10B,0.35977
ARVCF,0.35945
FAM110B,0.35944
MYLK2,0.35942
CHID1,0.35938
FANK1,0.1592
RSPH4A,0.35936
KCNG3,0.28241
NANOS1,0.35924
POLR1E,0.1852
AAR2,0.35919
SLC25A33,0.33506
MAN2B2,0.35913
PM20D2,0.34426
TPO,0.03479
SNAP47,0.35875
LZTR1,0.3587
FXYD5,0.35869
MYO7B,0.35866
APOA1,0.35852
GCNT2,0.06745
ZNF337,0.16154
PFDN5,0.35842
LURAP1,0.35837
OCIAD2,0.16721
XDH,0.09242
METTL5,0.347
FSBP,0.35802
ERAP1,0.26085
TMEM72,0.1643
TMEM14C,0.10875
PCK1,0.25867
SCD5,0.24781
SLC16A3,0.35761
BCL2A1,0.3576
NMB,0.35751
CEP89,0.23466
LZTFL1,0.35749
PALM2-AKAP2,0.13985
METTL7B,0.35746
NT5C3B,0.35746
ASPA,0.3574
KIAA0319,0.3573
MTHFD1L,0.21924
ITIH2,0.35714
SRD5A1,0.29199
RBM12B,0.35698
DYNLT1,0.10491
HOXD3,0.35694
GCNT1,0.26268
SMPD2,0.35682
USB1,0.35681
SLC25A16,0.35681
LANCL1,0.10036
PPT1,0.35672
AC074212.3,0.35671
PPL,0.17932
AGMAT,0.35646
DPEP2,0.35644
RNH1,0.35635
CHI3L1,0.35633
RPL26L1,0.24098
TBX19,0.35622
KIAA1586,0.10257
CD27,0.35621
ZSCAN2,0.08127
CHAD,0.35589
UNC13C,0.24098
ASB1,0.34244
SLC25A32,0.35578
MZB1,0.35577
GLIS1,0.35565
HCRTR1,0.35563
ERMAP,0.19811
MVB12A,0.35548
AL358333.1,0.15709
C14orf119,0.35545
HIST1H3J,0.35541
ADPRHL1,0.3403
ZNF781,0.35531
CTD-2369P2.10,0.35531
DUS4L,0.35519
SGOL2,0.35519
AKR1B1,0.10308
HPD,0.35508
TMEM230,0.30996
AK7,0.2172
NT5E,0.27402
CTD-3138B18.4,0.35479
IL20RA,0.33258
ZNF169,0.11187
SETDB2,0.35462
GATA5,0.18331
RP11-1035H13.3,0.32643
CMPK2,0.04721
BLVRB,0.35429
SLC34A2,0.10849
SLAMF7,0.35419
ARHGAP19,0.20075
ZNF300,0.3541
WDSUB1,0.20881
HGSNAT,0.14011
NUDT9,0.33765
FKRP,0.35399
HOXD9,0.35385
ANKFN1,0.27777
ZNF837,0.35376
IL23R,0.35356
SRI,0.09609
RP11-407N17.3,0.08731
NUBPL,0.27802
ZNF461,0.35299
TMEM241,0.31115
WDR86,0.35294
NOSTRIN,0.1847
INHA,0.35291
ASCL5,0.35289
LIX1L,0.31241
C4orf33,0.35279
MZT1,0.13543
C7orf25,0.35274
ZNF420,0.35257
JAM3,0.12397
FAM177A1,0.10194
SP8,0.2348
LTK,0.35214
FAM105A,0.15984
HUS1,0.1511
PCBD1,0.35205
AGR2,0.07528
GPR161,0.35195
URM1,0.35189
HEBP1,0.09059
TMEM14A,0.35185
KIAA1377,0.22233
VIPR1,0.35159
MSLN,0.35155
KCNJ13,0.35146
COL8A2,0.35137
MBD4,0.23397
ZNF322,0.35126
AP003068.6,0.35125
CCDC77,0.06465
CYTH4,0.35096
MEOX1,0.35096
HEXB,0.35095
DAPK2,0.23414
CAPN12,0.35076
SKAP1,0.35058
DDX60L,0.16513
HERC5,0.28861
DNAH7,0.21736
AL357673.1,0.35051
H1FX,0.35047
COA4,0.3504
GLDC,0.06535
TMEM44,0.09823
SOCS1,0.35027
VAMP5,0.35025
MRPL16,0.35012
RABL5,0.30124
SSPN,0.22845
FLJ30594,0.11216
FABP4,0.23975
ALDOA,0.34975
CLCN1,0.34961
ZNF117,0.18546
SCOC,0.34951
NEK2,0.25522
C19orf67,0.34946
RPH3AL,0.08836
TMEM206,0.34939
TMEM258,0.34936
SLC35G1,0.11697
NDUFB9,0.19979
SPAG17,0.34902
ZNF627,0.23498
GPATCH4,0.34896
OGFOD3,0.18877
TMC7,0.25421
RP11-287D1.3,0.34887
PCNT,0.34884
MRPL11,0.34883
FAM136A,0.34878
ENO3,0.34867
AC012215.1,0.21633
MTBP,0.34845
GNG5,0.21073
LAMA1,0.11632
EGFLAM,0.2781
SLC25A35,0.34816
PIGG,0.34815
RP1-4G17.5,0.34812
SST,0.15084
LBX1,0.34793
PXMP4,0.34791
THAP10,0.34789
RFWD3,0.23026
ANAPC11,0.34787
MYBPHL,0.34785
AMN,0.34785
PRIMPOL,0.19295
SYNE3,0.2424
HOXB5,0.34779
LGI2,0.22357
PDE6B,0.28935
SPINT2,0.34768
FOXI1,0.12243
MCFD2,0.19429
TPRX2P,0.34763
ZBTB32,0.34757
TXNDC5,0.16543
OTP,0.20432
GFRA2,0.27863
BDKRB2,0.21031
SHCBP1,0.13627
PTGS1,0.34714
PTPRN2,0.22708
TIMMDC1,0.23328
AIMP1,0.29683
PSMG1,0.20141
B9D1,0.26391
RP11-41O4.1,0.12674
DISC1,0.20812
L3HYPDH,0.18214
RPP40,0.14634
HFM1,0.25767
IGSF22,0.34654
CAB39L,0.15331
CD276,0.31719
UBAP1L,0.34636
TMEM126A,0.17696
FBXO7,0.21411
GPR27,0.34625
