Disease	Disease_URI	Relationship	Relationship_URI	Gene	Gene_URI
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	KANSL1	http://identifiers.org/hgnc.symbol/KANSL1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	KCNH1	http://identifiers.org/hgnc.symbol/KCNH1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	KDELR2	http://identifiers.org/hgnc.symbol/KDELR2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	KDM4B	http://identifiers.org/hgnc.symbol/KDM4B
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	KMT2E	http://identifiers.org/hgnc.symbol/KMT2E
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	LMNA	http://identifiers.org/hgnc.symbol/LMNA
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	LOX	http://identifiers.org/hgnc.symbol/LOX
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	MADD	http://identifiers.org/hgnc.symbol/MADD
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	MAP1B	http://identifiers.org/hgnc.symbol/MAP1B
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	MAPK1	http://identifiers.org/hgnc.symbol/MAPK1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	MBTPS2	http://identifiers.org/hgnc.symbol/MBTPS2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	MED12	http://identifiers.org/hgnc.symbol/MED12
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	MED13	http://identifiers.org/hgnc.symbol/MED13
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	MFAP5	http://identifiers.org/hgnc.symbol/MFAP5
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	MLXIPL	http://identifiers.org/hgnc.symbol/MLXIPL
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	MYH11	http://identifiers.org/hgnc.symbol/MYH11
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	MYH3	http://identifiers.org/hgnc.symbol/MYH3
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	MYLK	http://identifiers.org/hgnc.symbol/MYLK
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	MYPN	http://identifiers.org/hgnc.symbol/MYPN
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	MYT1L	http://identifiers.org/hgnc.symbol/MYT1L
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	NCF1	http://identifiers.org/hgnc.symbol/NCF1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	NEDD4L	http://identifiers.org/hgnc.symbol/NEDD4L
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	NKAP	http://identifiers.org/hgnc.symbol/NKAP
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	NKX2-5	http://identifiers.org/hgnc.symbol/NKX2-5
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	NOD2	http://identifiers.org/hgnc.symbol/NOD2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	NOTCH1	http://identifiers.org/hgnc.symbol/NOTCH1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	NSD1	http://identifiers.org/hgnc.symbol/NSD1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	NSMCE2	http://identifiers.org/hgnc.symbol/NSMCE2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	NTNG2	http://identifiers.org/hgnc.symbol/NTNG2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	P4HA2	http://identifiers.org/hgnc.symbol/P4HA2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	PGM3	http://identifiers.org/hgnc.symbol/PGM3
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	PIGN	http://identifiers.org/hgnc.symbol/PIGN
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	PKD1	http://identifiers.org/hgnc.symbol/PKD1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	PKD2	http://identifiers.org/hgnc.symbol/PKD2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	PLOD1	http://identifiers.org/hgnc.symbol/PLOD1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	PRDM16	http://identifiers.org/hgnc.symbol/PRDM16
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	PRKG1	http://identifiers.org/hgnc.symbol/PRKG1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	PSMD12	http://identifiers.org/hgnc.symbol/PSMD12
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	PTEN	http://identifiers.org/hgnc.symbol/PTEN
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	PTPN22	http://identifiers.org/hgnc.symbol/PTPN22
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	PUS7	http://identifiers.org/hgnc.symbol/PUS7
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	RAI1	http://identifiers.org/hgnc.symbol/RAI1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	RERE	http://identifiers.org/hgnc.symbol/RERE
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	RIN2	http://identifiers.org/hgnc.symbol/RIN2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	RLIM	http://identifiers.org/hgnc.symbol/RLIM
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	RNASEH2A	http://identifiers.org/hgnc.symbol/RNASEH2A
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	RNASEH2B	http://identifiers.org/hgnc.symbol/RNASEH2B
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	RNASEH2C	http://identifiers.org/hgnc.symbol/RNASEH2C
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	ROBO4	http://identifiers.org/hgnc.symbol/ROBO4
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	SAMHD1	http://identifiers.org/hgnc.symbol/SAMHD1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	SATB1	http://identifiers.org/hgnc.symbol/SATB1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	SEMA3E	http://identifiers.org/hgnc.symbol/SEMA3E
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	SETD2	http://identifiers.org/hgnc.symbol/SETD2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	SKI	http://identifiers.org/hgnc.symbol/SKI
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	SLC12A2	http://identifiers.org/hgnc.symbol/SLC12A2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	SLC25A24	http://identifiers.org/hgnc.symbol/SLC25A24
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	SLC2A10	http://identifiers.org/hgnc.symbol/SLC2A10
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	SMAD3	http://identifiers.org/hgnc.symbol/SMAD3
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	SMAD4	http://identifiers.org/hgnc.symbol/SMAD4
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	SMAD6	http://identifiers.org/hgnc.symbol/SMAD6
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	SPEN	http://identifiers.org/hgnc.symbol/SPEN
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	SVBP	http://identifiers.org/hgnc.symbol/SVBP
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	TAB2	http://identifiers.org/hgnc.symbol/TAB2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	TANC2	http://identifiers.org/hgnc.symbol/TANC2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	TCF20	http://identifiers.org/hgnc.symbol/TCF20
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	TENT5A	http://identifiers.org/hgnc.symbol/TENT5A
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	TGFB2	http://identifiers.org/hgnc.symbol/TGFB2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	TGFB3	http://identifiers.org/hgnc.symbol/TGFB3
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	TGFBR1	http://identifiers.org/hgnc.symbol/TGFBR1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	TGFBR2	http://identifiers.org/hgnc.symbol/TGFBR2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	THSD1	http://identifiers.org/hgnc.symbol/THSD1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	TMTC3	http://identifiers.org/hgnc.symbol/TMTC3
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	TNRC6B	http://identifiers.org/hgnc.symbol/TNRC6B
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	TPM2	http://identifiers.org/hgnc.symbol/TPM2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	TPM3	http://identifiers.org/hgnc.symbol/TPM3
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	TRAPPC4	http://identifiers.org/hgnc.symbol/TRAPPC4
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	TREX1	http://identifiers.org/hgnc.symbol/TREX1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	TRMT1	http://identifiers.org/hgnc.symbol/TRMT1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	TSC1	http://identifiers.org/hgnc.symbol/TSC1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	TSC2	http://identifiers.org/hgnc.symbol/TSC2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	WDFY3	http://identifiers.org/hgnc.symbol/WDFY3
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	ZMIZ1	http://identifiers.org/hgnc.symbol/ZMIZ1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	ZMPSTE24	http://identifiers.org/hgnc.symbol/ZMPSTE24
Descending thoracic aorta aneurysm	http://purl.obolibrary.org/obo/HP_0004959	gene-disease association	https://semanticscience.org/resource/SIO_000983	ACTA2	http://identifiers.org/hgnc.symbol/ACTA2
Descending thoracic aorta aneurysm	http://purl.obolibrary.org/obo/HP_0004959	gene-disease association	https://semanticscience.org/resource/SIO_000983	ELN	http://identifiers.org/hgnc.symbol/ELN
Descending thoracic aorta aneurysm	http://purl.obolibrary.org/obo/HP_0004959	gene-disease association	https://semanticscience.org/resource/SIO_000983	FBN1	http://identifiers.org/hgnc.symbol/FBN1
Descending thoracic aorta aneurysm	http://purl.obolibrary.org/obo/HP_0004959	gene-disease association	https://semanticscience.org/resource/SIO_000983	FOXE3	http://identifiers.org/hgnc.symbol/FOXE3
Descending thoracic aorta aneurysm	http://purl.obolibrary.org/obo/HP_0004959	gene-disease association	https://semanticscience.org/resource/SIO_000983	LOX	http://identifiers.org/hgnc.symbol/LOX
Descending thoracic aorta aneurysm	http://purl.obolibrary.org/obo/HP_0004959	gene-disease association	https://semanticscience.org/resource/SIO_000983	MFAP5	http://identifiers.org/hgnc.symbol/MFAP5
Descending thoracic aorta aneurysm	http://purl.obolibrary.org/obo/HP_0004959	gene-disease association	https://semanticscience.org/resource/SIO_000983	MYH11	http://identifiers.org/hgnc.symbol/MYH11
Descending thoracic aorta aneurysm	http://purl.obolibrary.org/obo/HP_0004959	gene-disease association	https://semanticscience.org/resource/SIO_000983	MYLK	http://identifiers.org/hgnc.symbol/MYLK
Descending thoracic aorta aneurysm	http://purl.obolibrary.org/obo/HP_0004959	gene-disease association	https://semanticscience.org/resource/SIO_000983	PRKG1	http://identifiers.org/hgnc.symbol/PRKG1
Descending thoracic aorta aneurysm	http://purl.obolibrary.org/obo/HP_0004959	gene-disease association	https://semanticscience.org/resource/SIO_000983	SMAD3	http://identifiers.org/hgnc.symbol/SMAD3
