gene_short_name,CNS_assoc_HPOs,CNS_HP_Count,pvalue_CNS_more,pvalue_CNS_less,DownGeneDrugs,UpGeneDrugs
KIF5C,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002538, HP:0002539, HP:0002977, HP:0006919, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",15,6.30429E-12,,fluconazole,
KIFAP3,,,1.29227E-05,,,
KIFC1,,,,8.93583E-05,,
KIFC2,,,0.011569482,,,
KIR2DL2,,,,1.01086E-05,,
KIR2DL3,,,,0.000101335,,
KIR2DL4,,,,0.000405657,,
KIR3DL1,,,,1.33706E-05,,
KIRREL3,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007343, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0025100, HP:0030047, HP:0100547",23,4.37303E-07,,,
KISS1,,,,1.55316E-08,,
KITLG,,,0.005293081,,,
KLB,,,,5.18441E-05,,
KLC1,,,0.02139387,,,
KLC2,"HP:0012639, HP:0012759",2,0.026272529,,,
KLF1,,,,6.78819E-15,,
KLF10,,,,7.52426E-06,,
KLF11,,,,3.60124E-05,,
KLF12,,,2.62966E-08,,,
KLF14,,,,0.000340495,,
KLF16,,,,2.06865E-06,,
KLF2,,,,5.35264E-05,,mifepristone
KLF3,,,,0.000672227,,
KLF4,,,,4.43066E-06,,diphenhydramine
KLF5,,,,4.50873E-09,,
KLF6,,,,0.000120173,,thiotepa
KLF7,,,3.11466E-08,,,
KLF8,,,0.023815585,,,
KLF9,,,,0.000150476,,menadione
KLHDC10,,,0.004203519,,,
KLHDC3,,,,2.29034E-08,,
KLHDC7A,,,,3.68796E-12,,
KLHDC7B,,,,0.000441206,,
KLHDC8A,,,4.32845E-05,,,
KLHDC8B,,,,1.99502E-07,,
KLHL1,,,3.80801E-06,,,
KLHL15,"HP:0002011, HP:0002060, HP:0002118, HP:0002538, HP:0012443, HP:0012639, HP:0012759, HP:0030047, HP:0100547",9,,4.81992E-13,,
KLHL21,,,,1.9181E-08,,"dexketoprofen, esmolol, estradiol, haloperidol, ifosfamide, menadione, primidone, propranolol"
KLHL22,,,0.010396817,,,
KLHL23,,,7.8175E-05,,,
KLHL25,,,0.000920672,,,
KLHL29,,,0.000120884,,,
KLHL30,,,,2.78308E-08,,
KLHL31,,,,3.23298E-10,,
KLHL32,,,3.20513E-06,,,
KLHL33,,,,0.000514171,,
KLHL34,,,,6.0942E-05,,
KLHL35,,,0.000341379,,,
KLHL4,,,0.001536,,,
KLHL40,"HP:0012639, HP:0012759",2,,0.000241347,,
KLHL42,,,0.001974679,,,
KLHL5,,,0.000234286,,,
KLHL7,HP:0012759,1,8.6953E-09,,,
KLK1,,,,3.28497E-07,,
KLK11,,,,1.4483E-10,,"chlormadinone, cyproterone, exemestane, ketoprofen, methyldopa, vinblastine"
KLK12,,,,2.13867E-07,,
KLK15,,,,1.16236E-05,,
KLK5,,,,4.86405E-06,,"acyclovir, CD-437"
KLK6,,,,1.26161E-05,,
KLK7,,,,0.000161838,,haloperidol
KLK8,,,,4.00824E-09,,
KLK9,,,,0.000199865,,
KLLN,"HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",7,,0.000129452,,
KLRB1,,,,4.27141E-08,,
KLRC1,,,,3.86326E-05,,
KLRC4,"HP:0002011, HP:0012639, HP:0012759",3,,0.000881746,,
KLRF1,,,,3.09446E-06,,
KLRF2,,,,5.56879E-06,,
KLRG1,,,0.027856083,,,
KLRG2,,,,6.94383E-05,,
KLRK1,,,,0.000331134,,
KMO,,,,3.95211E-05,,"azacitidine, betamethasone, chlordiazepoxide, sertaconazole, sulfadiazine"
KMT2A,"HP:0001273, HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0006919, HP:0007364, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547",12,4.51589E-06,,,
KNG1,,,,5.01516E-14,,
KNSTRN,"HP:0002011, HP:0002118, HP:0002977, HP:0012443, HP:0012639, HP:0012759",6,,0.000590778,,
KNTC1,,,,0.00061771,,
KPNA2,,,,0.000731973,,
KPNA3,"HP:0002011, HP:0002062, HP:0002143, HP:0002314, HP:0002492, HP:0007367, HP:0007372, HP:0012639, HP:0100561",9,2.02622E-06,,,
KPNA5,,,0.003328899,,,
KPNA6,,,,5.07252E-05,,
KPNA7,,,,6.70856E-09,,
KPNB1,,,,0.000694378,,
KPTN,"HP:0006919, HP:0012759",2,,0.000325311,,
KRBA1,,,,0.000492508,,
KREMEN2,,,,2.53361E-08,,
KRI1,,,,1.64891E-07,,
KRR1,,,,0.000306361,,
KRT1,,,,7.31134E-07,,sulfasalazine
KRT10,,,,9.43321E-08,,
KRT13,,,,9.77974E-08,,"beclometasone, busulfan, cortisol, cycloheximide, cyclosporin-a, dexketoprofen, diflorasone, ethinyl-estradiol, flutamide, haloperidol, isotretinoin, phensuximide, ritodrine, sparfloxacin, terbutaline, tolfenamic-acid, verapamil, vinblastine"
KRT15,,,,6.56202E-13,,"acebutolol, androstenedione, clomifene, dexketoprofen, hydrocortisone, ifosfamide, ketoprofen, primidone, progesterone, sparfloxacin, zidovudine"
KRT18,,,,7.30423E-10,,"acyclovir, clomifene, imipramine, mepireserpate, methotrexate, tretinoin"
KRT19,,,,8.1007E-14,,"acebutolol, androstenedione, azacitidine, BRD-A66861218, clomipramine, cycloheximide, etidronic-acid, flutamide, isotretinoin, mefenamic-acid, naproxen, quinidine, ritodrine, solanine, tolbutamide, vidarabine"
KRT2,,,,9.15711E-06,,albendazole
KRT20,,,,2.27651E-05,,"daunorubicin, digoxin, etidronic-acid, lamotrigine"
KRT23,,,,1.04908E-09,,"acebutolol, azacitidine, chlorcyclizine, clomipramine, dexketoprofen, isosorbide, methyldopa, quercetin, vincristine"
KRT26,,,,1.57378E-06,,
KRT39,,,,0.000953059,,
KRT4,,,,7.07496E-08,,
KRT40,,,,3.27273E-06,,
KRT5,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,5.73639E-13,,"corynanthine, cytarabine, depomedrol, dexketoprofen, flutamide, menadione, naproxen, primidone, progesterone, sulfasalazine, verapamil"
KRT6A,,,,4.50737E-05,,"clomifene, cycloheximide, cytarabine, fluorouracil, flutamide, ifosfamide, tolmetin, yohimbine"
KRT6C,,,,0.000129222,,
KRT7,,,,4.65948E-17,,"acebutolol, acyclovir, albendazole, alitretinoin, betamethasone, clomifene, epinephrine, esmolol, estradiol-benzoate, flutamide, isotretinoin, parbendazole, reserpine, tolbutamide, vidarabine"
KRT71,,,,0.000172944,,
KRT72,,,,8.68419E-10,,
KRT76,,,,5.7481E-05,,
KRT78,,,,0.000259155,,
KRT8,,,,1.4519E-26,,"betamethasone, decitabine, imipramine"
KRT80,,,,3.09469E-12,,
KRT81,HP:0012759,1,,3.52431E-05,,
KRT82,,,,0.000429775,,
KRT86,HP:0012759,1,,3.55771E-09,,
KRTAP5-9,,,,3.73093E-06,,
KRTCAP2,,,,8.05027E-07,,
KRTCAP3,,,,8.96502E-09,,
KRTDAP,,,,0.000147498,,
KSR2,,,0.000162863,,,
KTI12,,,,5.69765E-06,,
KXD1,,,,9.49116E-05,,
KYNU,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,3.76559E-15,,"chlorpromazine, decitabine, diphenhydramine, epinephrine, ethionamide, flubendazole, imipramine, isotretinoin, nifedipine, phenytoin, ritodrine, sertaconazole, verapamil"
L1CAM,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002062, HP:0002118, HP:0002334, HP:0002492, HP:0002500, HP:0002977, HP:0006817, HP:0007016, HP:0007068, HP:0007360, HP:0007364, HP:0007365, HP:0007370, HP:0007375, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012703, HP:0012759, HP:0100547",27,5.86593E-07,,"bupivacaine, resveratrol",
L1TD1,,,,1.50397E-06,,"digoxin, warfarin"
L3MBTL2,,,,4.15225E-05,,
LACTB,,,0.026439958,,,
LACTB2,,,,0.000202012,,"betamethasone, indometacin"
LACTBL1,,,,2.76047E-05,,
LAD1,,,,9.52091E-17,,
LAGE3,"HP:0001272, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",18,,4.06189E-06,,"doxorubicin, phensuximide"
LAIR1,,,,0.000219488,,
LAIR2,,,,3.2626E-08,,
LAMA1,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002363, HP:0002500, HP:0002518, HP:0002977, HP:0006817, HP:0007033, HP:0007068, HP:0007360, HP:0007361, HP:0010950, HP:0011282, HP:0011283, HP:0011931, HP:0011932, HP:0012443, HP:0012639, HP:0012759, HP:0100547",25,0.002487244,,,
LAMA5,,,,0.000158199,,
LAMB2,"HP:0012639, HP:0012759",2,,2.36888E-05,,
LAMB3,,,,6.68083E-08,,
LAMC2,,,,0.000585759,,ketorolac
LAMP3,,,,2.13707E-05,,"calcipotriol, levisoprenaline, resveratrol, sertaconazole, sulfasalazine"
LAMTOR1,,,,4.25609E-06,,
LAMTOR2,,,,2.29447E-07,,
LAMTOR3,,,,0.000160472,,
LAMTOR4,,,,7.92139E-06,,
LAMTOR5,,,,1.01705E-05,,
LANCL1,,,0.007182225,,,
LANCL2,,,0.011285381,,,
LAPTM4A,,,,0.000125166,,
LAPTM5,,,,0.00054264,,ephedrine
LARGE,,,1.26719E-05,,,
LARP1,,,,4.76271E-06,,
LARP4,,,,0.000738499,,
LARP7,"HP:0002011, HP:0002060, HP:0002977, HP:0006919, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,,0.000745755,,
LARS,,,,2.37285E-05,,
LASP1,,,,4.19395E-05,,mephenytoin
LATS2,,,,0.000113683,,
LAX1,,,,8.98111E-16,,
LAYN,,,,5.95508E-05,,
LBP,,,,1.12799E-05,,"flurbiprofen, pseudoephedrine"
LBX2,,,,7.74187E-07,,
LCA5L,,,,0.000196716,,
LCK,,,,8.14625E-15,,
LCN12,,,,3.35734E-11,,
LCN15,,,,5.17893E-05,,
LCN2,,,,2.58069E-05,,"daunorubicin, ethinyl-estradiol, hydrocortisone, idoxuridine, metronidazole"
LCN6,,,,3.90242E-08,,
LCOR,,,0.01531833,,,
LCORL,,,3.206E-08,,,
LCP1,,,,4.09787E-05,,"ephedrine, sulfadiazine"
LCT,,,,2.66679E-05,,
LDB3,,,,5.19239E-06,,
LDHA,,,,7.02002E-05,,
LDHB,,,,0.000327962,,"bupivacaine, metronidazole, tolmetin, warfarin"
LDHC,,,,8.8813E-05,,
LDHD,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,3.72768E-05,,
LDLR,"HP:0002011, HP:0009145, HP:0012443, HP:0012639, HP:0100659",5,,2.74592E-05,,
LDLRAD1,,,,0.000547891,,
LDLRAD2,,,,3.72865E-06,,
LDLRAD4,,,0.000402381,,,
LDLRAP1,"HP:0002011, HP:0009145, HP:0012443, HP:0012639, HP:0100659",5,,2.73489E-05,,
LDOC1L,,,0.019283026,,,
LEFTY2,,,,8.42129E-11,,
LEMD1,,,0.004032842,,,
LEMD3,"HP:0001317, HP:0002011, HP:0002060, HP:0002143, HP:0002977, HP:0007364, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0100561",13,2.51775E-05,,,
LENG1,,,,8.46185E-06,,
LENG8,,,,6.27283E-05,,
LEP,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,1.71647E-05,,
LEPRE1,,,,0.000468376,,
LEUTX,,,,4.16333E-05,,
LGALS1,,,,4.3032E-06,,"corynanthine, misoprostol, nimodipine, phenylbutazone, sulfadiazine"
LGALS14,,,,3.10108E-05,,
LGALS2,,,,2.46213E-13,,phensuximide
LGALS3,,,,2.29904E-06,,"dexketoprofen, nimodipine, trimethadione"
LGALS3BP,,,,0.000193309,,"aspirin, ketoprofen, phensuximide, tolmetin"
LGALS4,,,,3.71235E-06,,"mepireserpate, resveratrol"
LGALS9,,,,0.0002641,,
LGALS9B,,,,1.10932E-05,,
LGALS9C,,,,1.80935E-07,,
LGI1,,,0.016860666,,,
LGI3,,,0.015222393,,,
LGSN,,,,2.57082E-07,,
LHB,,,,0.000727745,,
LHCGR,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,3.27813E-10,,
LHFPL3,,,5.08097E-06,,,
LHFPL4,,,9.93071E-07,,,
LHX1,"HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0007367, HP:0007369, HP:0012157, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",12,2.77085E-05,,,
LHX3,"HP:0001273, HP:0001317, HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0010627, HP:0010662, HP:0011282, HP:0011283, HP:0011751, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547",18,,6.3073E-05,,
LHX5,,,5.79229E-05,,,
LIF,,,,3.15457E-13,,
LIG1,,,,6.68384E-05,,
LILRA3,,,,1.18041E-05,,
LILRA5,,,,7.30331E-08,,
LILRA6,,,,0.000149442,,
LILRB1,,,,0.000813607,,
LILRB3,,,,2.59121E-06,,
LILRB5,,,,2.87858E-05,,
LIM2,,,,1.11833E-06,,
LIMCH1,,,0.040993843,,"bupivacaine, chlormadinone, cyclopamine, cytarabine, ketorolac, mometasone, sulfasalazine",
LIMD2,,,,8.8548E-06,,
LIMS3,,,,0.000182475,,
LIMS3L,,,,3.81717E-07,,
LIN7A,,,5.32574E-05,,,
LINC00632,,,9.17062E-07,,,
LINC00908,,,,8.97386E-10,,
LINC00923,,,,3.22396E-07,,
LINC00935,,,,3.56546E-05,,
LINC00998,,,,9.99017E-06,,
LINC00999,,,,7.35825E-05,,
LINGO1,"HP:0002011, HP:0002060, HP:0002977, HP:0006919, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,5.14715E-05,,,
LINGO2,,,0.000322687,,,
LINGO3,,,5.25039E-05,,,
LINGO4,,,,2.1308E-07,,
LINS,,,7.72086E-06,,,
LIPA,HP:0012759,1,0.000513464,,,
LIPC,,,,8.51844E-05,,
LIPF,,,,3.52394E-06,,
LIPH,,,,0.000110051,,
LIPI,,,0.031320755,,,
LIPK,,,,0.00031381,,
LIPT2,"HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002500, HP:0002518, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",16,,1.29078E-09,,
LITAF,HP:0012639,1,,0.000315887,,"floxuridine, heliotrine, lithocholic-acid, vidarabine"
LLGL2,,,,2.69379E-09,,
LLPH,,,,2.2173E-07,,
LMAN1,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,4.97675E-06,,
LMAN1L,,,,0.000398124,,
LMAN2,,,,1.95034E-06,,
LMBR1,"HP:0001273, HP:0002011, HP:0002060, HP:0002118, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",12,0.024443823,,,
LMBRD1,"HP:0002011, HP:0012443, HP:0012639, HP:0012759, HP:0100659",5,0.004056284,,,
LMBRD2,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",17,1.29592E-05,,,
LMF2,,,,2.51466E-05,,
LMLN,,,0.023771255,,,
LMNB2,"HP:0002011, HP:0002060, HP:0002118, HP:0002538, HP:0002977, HP:0007364, HP:0012443, HP:0012510, HP:0012639, HP:0012759, HP:0100547",11,,1.96584E-07,,
LMO3,,,2.09608E-06,,"corticosterone, dexketoprofen, hydrocortisone, prostaglandin-e1, TTNPB",
LMOD1,,,,8.44791E-07,,
LMOD2,,,,7.29403E-09,,
LMOD3,"HP:0012639, HP:0012759",2,,1.73244E-05,,
LMTK2,,,0.009488487,,,
LMTK3,,,3.1645E-07,,,
LMX1B,"HP:0001272, HP:0001317, HP:0002011, HP:0002060, HP:0002143, HP:0002334, HP:0002414, HP:0002500, HP:0002518, HP:0002977, HP:0006855, HP:0007364, HP:0010301, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0410043",20,,0.000547059,,
LNPEP,,,,0.000235345,,
LOH12CR2,,,,5.30485E-08,,
LONP1,"HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002518, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0030047, HP:0100547, HP:0100705",24,,9.89901E-11,,
LONRF1,,,0.028513885,,,
LONRF2,,,3.02161E-06,,,
LOX,"HP:0002011, HP:0002143, HP:0009145, HP:0010303, HP:0010651, HP:0012443, HP:0012639, HP:0012703, HP:0100659",9,,5.29324E-05,,"clomipramine, diflorasone, leflunomide"
LOXHD1,,,,5.54798E-08,,
LOXL1,,,,1.96714E-05,,"heliotrine, trimethadione"
LOXL3,,,0.016024034,,,
LOXL4,,,,3.17642E-10,,
LPAR2,,,0.031240534,,"fluconazole, mepireserpate",
LPAR3,,,,2.8042E-10,,
LPCAT1,,,0.02552237,,"isosorbide, propylthiouracil, racephedrine",
LPCAT3,,,,2.09795E-05,,
LPCAT4,,,0.042453511,,esmolol,
LPGAT1,,,0.046320612,,,
LPHN1,,,0.001134042,,,
LPHN2,,,0.019689403,,,
LPHN3,,,8.35495E-08,,,
LPIN3,,,,4.27947E-12,,
LPL,,,0.000138858,,"cyclophosphamide, ephedrine, solanine",
LPPR1,,,5.42122E-07,,,
LPPR3,,,1.05E-05,,,
LPPR4,,,4.39872E-06,,,
LPPR5,,,4.01977E-06,,,
LRCH1,,,0.018497818,,,
LRCH2,,,0.000153237,,,
LRCH4,,,,7.73602E-09,,
LRFN1,,,0.000367395,,,
LRFN2,,,1.88427E-05,,,
LRFN3,,,1.81844E-05,,,
LRFN5,,,2.05924E-05,,,
LRG1,,,,1.24829E-06,,
LRGUK,,,0.003370948,,,
LRIG3,,,,0.000240003,,
LRIT1,,,,5.29346E-05,,
LRMP,,,,0.000885925,,"azacitidine, sulfadiazine, teniposide"
LRP1,HP:0012639,1,4.857E-07,,,
LRP10,,,,0.000761132,,valproic-acid
LRP12,"HP:0002011, HP:0002060, HP:0002500, HP:0007367, HP:0012443, HP:0012444, HP:0012639, HP:0100547",8,5.62466E-06,,menadione,
LRP1B,,,1.08297E-06,,,
LRP2BP,,,0.007034158,,,
LRP5L,,,,4.29129E-06,,
LRP6,,,0.009522471,,,
LRP8,,,5.68561E-08,,,
LRR1,,,,0.00013036,,
LRRC10,,,,1.59524E-06,,
LRRC14,,,,7.33609E-05,,
LRRC15,,,,1.20115E-06,,"azacitidine, esmolol"
LRRC16B,,,1.46623E-05,,,
LRRC19,,,,0.000154026,,
LRRC2,,,,4.47908E-09,,
LRRC24,,,0.022970588,,,
LRRC25,,,,0.000312162,,
LRRC29,,,0.008076258,,,
LRRC31,,,,0.000111656,,
LRRC32,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002500, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0007375, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",21,,8.90455E-06,,
LRRC36,,,0.003667128,,,
LRRC37A3,,,1.92069E-05,,,
LRRC37B,,,0.00014355,,,
LRRC39,,,0.045983628,,,
LRRC3B,,,4.91894E-06,,,
LRRC4,,,5.80543E-08,,,
LRRC40,,,0.000139695,,,
LRRC41,,,,0.000685183,,
LRRC45,,,,9.67379E-06,,
LRRC49,,,1.63319E-05,,,
LRRC4B,,,2.36916E-08,,,
LRRC4C,,,3.31041E-06,,,
LRRC52,,,,0.000360794,,
LRRC53,,,,3.76267E-07,,
LRRC55,,,0.00112066,,,
LRRC56,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,1.37307E-05,,
LRRC57,,,,5.40696E-06,,
LRRC59,,,,5.79176E-07,,
LRRC6,,,0.008364482,,,
LRRC66,,,0.000642522,,,
LRRC7,,,7.08777E-08,,,
LRRC72,,,,0.000247497,,
LRRC8B,,,0.003781237,,,
LRRC8E,,,,4.14917E-12,,
LRRC9,,,0.036761192,,,
LRRFIP1,,,,9.91042E-08,,primidone
LRRIQ1,,,0.005857828,,,
LRRN1,,,1.90569E-05,,,
LRRN2,,,3.25064E-05,,,
LRRN3,,,1.47527E-05,,solanine,
LRRN4,,,,2.02061E-05,,
LRRN4CL,,,,3.61317E-12,,
LRRTM1,,,0.000115873,,,
LRRTM2,,,3.65691E-07,,,
LRRTM3,,,1.66677E-05,,,
LRRTM4,,,1.05688E-08,,,
LSAMP,,,0.000124032,,,
LSM1,,,,2.20363E-05,,zidovudine
LSM10,,,,0.000367757,,
LSM11,"HP:0002011, HP:0002059, HP:0002060, HP:0002500, HP:0002977, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",12,0.021246304,,,
LSM14A,,,,0.000255971,,
LSM2,,,,0.000426465,,
LSM3,,,,2.07866E-08,,
LSM4,,,,2.50392E-09,,
LSM5,,,,0.000224788,,"calcipotriol, etidronic-acid, haloperidol, progesterone"
LSM7,,,,4.24282E-05,,
LSMD1,,,,0.000986917,,
LSMEM2,,,,1.53176E-07,,
LSP1,,,,2.9805E-14,,"ethosuximide, nimodipine"
LSR,,,,7.38128E-05,,fluconazole
LST1,,,,9.82711E-05,,methotrexate
LTA,,,,1.66986E-08,,
LTA4H,,,,2.43323E-05,,
LTB,,,,3.27467E-16,,
LTB4R,,,,1.60861E-08,,
LTB4R2,,,,1.24111E-07,,
LTBP2,HP:0012759,1,,1.34563E-06,,
LTBP3,HP:0012639,1,,0.0001326,,"mephenytoin, oxaprozin, sertaconazole, tretinoin"
LTBP4,HP:0012759,1,,2.64631E-07,,
LTBR,,,,5.05808E-05,,
LTF,,,,2.68836E-05,,"betamethasone, bupivacaine, chlorambucil, cilostazol, cyclosporin-a, dacarbazine, estradiol, ethinylestradiol, ethosuximide, hydrocortisone, ifosfamide, isosorbide, mebendazole, metronidazole, misoprostol, parbendazole, prednisolone, primidone, pseudoephedrine, resveratrol, verapamil, vigabatrin"
LTK,,,,9.04236E-08,,
LUM,,,,1.13871E-05,,"beclometasone, chlorcyclizine, exemestane, genistein, ibuprofen, isoreserpine, lonidamine, methyldopa, metronidazole, thiotepa"
LUZP2,,,1.69236E-05,,,
LY6D,,,,0.000208494,,flutamide
LY6E,,,,1.20723E-06,,"dimethadione, ethosuximide, phenylbutazone, propranolol"
LY6G5C,,,0.004222079,,,
LY6H,,,1.40514E-06,,,
LY6K,,,,3.97141E-08,,
LY75,,,,2.22834E-05,,"bupivacaine, isotretinoin, ketorolac, pyrimethamine, triamcinolone, zidovudine"
LY9,,,,2.86016E-14,,
LYAR,,,,1.26292E-08,,
LYL1,,,,0.000323109,,
LYNX1,,,,0.000537022,,
LYPD1,,,3.91912E-06,,"chloramphenicol, primidone",
LYPD3,,,,5.72982E-08,,"daunorubicin, fluorouracil"
LYPD4,,,,0.000177237,,
LYPD5,,,0.021740951,,,
LYPLA2,,,,5.86924E-09,,
LYRM2,,,,5.34609E-05,,
LYSMD3,,,,6.99646E-06,,
LYST,"HP:0001272, HP:0001317, HP:0002011, HP:0002143, HP:0002180, HP:0006827, HP:0007344, HP:0007367, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759",14,0.027720875,,,
LYVE1,,,,3.62983E-07,,
LYZ,,,,4.35394E-09,,"acyclovir, chlorpromazine, corynanthine, ethinyl-estradiol, etidronic-acid, etretinate, ketoprofen, methimazole, methotrexate, metrifonate, metronidazole, prednisolone, quercetin"
LYZL1,,,,1.13394E-05,,
LYZL2,,,,0.000136346,,
LYZL6,,,,1.77834E-05,,
LZIC,,,,5.05084E-06,,
LZTFL1,HP:0012759,1,,5.12167E-05,,
LZTS2,,,,0.000561434,,
LZTS3,,,0.008381969,,,
MAATS1,,,0.027428299,,,
MAB21L2,HP:0012759,1,,0.00079074,,calcipotriol
MACC1,,,,3.69375E-18,,
MACF1,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002977, HP:0007360, HP:0007362, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",21,2.72359E-09,,"pseudoephedrine, vinblastine",
MACROD1,,,,0.000109264,,
MACROD2,,,1.78959E-05,,,
MAD2L1,,,,0.000133863,,
MAEA,,,,0.0001601,,
MAFA,HP:0012639,1,,1.0021E-07,,
MAFB,"HP:0002011, HP:0002060, HP:0002143, HP:0002414, HP:0002977, HP:0007364, HP:0010301, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0410043",12,,0.000136199,,"etretinate, imipramine, methimazole, mometasone, quinidine, retinol"
MAFF,,,,6.32534E-08,,
MAFK,,,,5.51936E-05,,
MAG,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002060, HP:0002118, HP:0002500, HP:0002977, HP:0007367, HP:0007369, HP:0007371, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0012762, HP:0100547",19,,0.000712434,,
MAGEA11,,,,7.6737E-06,,albendazole
MAGEA4,,,,0.000419873,,"mefenamic-acid, parbendazole"
MAGEA8,,,,0.000427302,,
MAGEB10,,,,4.81248E-05,,
MAGEB3,,,,3.77893E-05,,
MAGEC3,,,0.000330505,,,
MAGED1,,,0.02432845,,"chloramphenicol, imipramine, phensuximide",
MAGEE2,,,0.03250834,,,
MAGEF1,,,,0.000440501,,
MAGEL2,"HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002538, HP:0002977, HP:0006919, HP:0007367, HP:0007369, HP:0010627, HP:0010662, HP:0012104, HP:0012105, HP:0012443, HP:0012444, HP:0012503, HP:0012639, HP:0012759, HP:0100547",20,,1.43681E-06,,
MAGI1,,,0.022642113,,,
MAGI2,,,1.35555E-05,,,
MAGIX,,,,6.29317E-05,,
MAGOH,,,,2.75352E-10,,
MAGOHB,,,,7.20073E-11,,
MAGT1,HP:0012759,1,,0.000211449,,
MAK16,,,,2.12675E-06,,
MAL,,,,1.88267E-18,,"cortisone, cytarabine, phensuximide, tianeptine, zidovudine"
MALL,,,,1.06953E-07,,"clomifene, estradiol-benzoate, oxaprozin, vinblastine"
MAMDC4,,,,0.000119767,,
MAMSTR,,,,1.56104E-12,,
MAN1A2,,,0.00041141,,,
MAN1B1,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002538, HP:0002539, HP:0002977, HP:0006919, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0007375, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",25,,0.000282111,,
