NAME,SMILES,TARGET_NAME,TARGET_CLASS,ACCESSION,GENE,SWISSPROT,ACT_VALUE,ACT_TYPE,TDL
neratinib,CCOC1=CC2=NC=C(C#N)C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C2C=C1NC(=O)\C=C\CN(C)C,Serine/threonine-protein kinase 4,Kinase,Q13043,STK4,STK4_HUMAN,6.57,Kd,Tchem
neratinib,CCOC1=CC2=NC=C(C#N)C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C2C=C1NC(=O)\C=C\CN(C)C,Serine/threonine-protein kinase Chk2,Kinase,O96017,CHEK2,CHK2_HUMAN,6.07,Kd,Tchem
neratinib,CCOC1=CC2=NC=C(C#N)C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C2C=C1NC(=O)\C=C\CN(C)C,Serine/threonine-protein kinase D1,Kinase,Q15139,PRKD1,KPCD1_HUMAN,6.09,Kd,Tchem
neratinib,CCOC1=CC2=NC=C(C#N)C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C2C=C1NC(=O)\C=C\CN(C)C,Serine/threonine-protein kinase Nek2,Kinase,P51955,NEK2,NEK2_HUMAN,6.6,Kd,Tchem
neratinib,CCOC1=CC2=NC=C(C#N)C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C2C=C1NC(=O)\C=C\CN(C)C,Serine/threonine-protein kinase PAK 1,Kinase,Q13153,PAK1,PAK1_HUMAN,6.68,Kd,Tchem
neratinib,CCOC1=CC2=NC=C(C#N)C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C2C=C1NC(=O)\C=C\CN(C)C,Serine/threonine-protein kinase SIK1,Kinase,P57059,SIK1,SIK1_HUMAN,6.66,Kd,Tchem
neratinib,CCOC1=CC2=NC=C(C#N)C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C2C=C1NC(=O)\C=C\CN(C)C,Tyrosine-protein kinase BTK,Kinase,Q06187,BTK,BTK_HUMAN,6.8,Kd,Tclin
neratinib,CCOC1=CC2=NC=C(C#N)C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C2C=C1NC(=O)\C=C\CN(C)C,Tyrosine-protein kinase Mer,Kinase,Q12866,MERTK,MERTK_HUMAN,6.4,Kd,Tchem
neratinib,CCOC1=CC2=NC=C(C#N)C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C2C=C1NC(=O)\C=C\CN(C)C,Tyrosine-protein kinase receptor Tie-1,Kinase,P35590,TIE1,TIE1_HUMAN,6.41,Kd,Tchem
neratinib,CCOC1=CC2=NC=C(C#N)C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C2C=C1NC(=O)\C=C\CN(C)C,Tyrosine-protein kinase receptor UFO,Kinase,P30530,AXL,UFO_HUMAN,6.72,Kd,Tchem
neratinib,CCOC1=CC2=NC=C(C#N)C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C2C=C1NC(=O)\C=C\CN(C)C,Vascular endothelial growth factor receptor 2,Kinase,P35968,KDR,VGFR2_HUMAN,6.07,IC50,Tclin
nicardipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,Cytochrome P450 3A4,Enzyme,P08684,CYP3A4,CP3A4_HUMAN,6.3768,IC50,Tclin
niclosamide,OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,Signal transducer and activator of transcription 3,Transcription factor,P40763,STAT3,STAT3_HUMAN,6.6,IC50,Tchem
nicotine,CN1CCC[C@H]1C1=CC=CN=C1,Neuronal acetylcholine receptor subunit alpha-3,Ion channel,P32297,CHRNA3,ACHA3_HUMAN,7.349999905,IC50,Tclin
nifedipine,COC(=O)C1=C(C)NC(C)=C(C1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)OC,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,9.4,Kd,Tclin
nifedipine,COC(=O)C1=C(C)NC(C)=C(C1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)OC,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,Q01668,CACNA1D,CAC1D_HUMAN,7.7,IC50,Tclin
nifedipine,COC(=O)C1=C(C)NC(C)=C(C1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)OC,Voltage-dependent L-type calcium channel subunit alpha-1S,Ion channel,Q13698,CACNA1S,CAC1S_HUMAN,6.3,IC50,Tclin
niflumic acid,OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)N=CC=C1,Transthyretin,Secreted,P02766,TTR,TTHY_HUMAN,6.59,Kd,Tclin
nilotinib,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,BDNF/NT-3 growth factors receptor,Kinase,Q16620,NTRK2,NTRK2_HUMAN,6.31,Kd,Tclin
nilotinib,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,Carbonic anhydrase 2,Enzyme,P00918,CA2,CAH2_HUMAN,8.39,Ki,Tclin
nilotinib,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,Carbonic anhydrase 4,Enzyme,P22748,CA4,CAH4_HUMAN,6.35,Ki,Tclin
nilotinib,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,Discoidin domain-containing receptor 2,Kinase,Q16832,DDR2,DDR2_HUMAN,8.22,Kd,Tchem
nilotinib,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,Ephrin type-B receptor 2,Kinase,P29323,EPHB2,EPHB2_HUMAN,6.19,Kd,Tchem
nilotinib,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,Ephrin type-B receptor 4,Kinase,P54760,EPHB4,EPHB4_HUMAN,6.14,Kd,Tchem
nilotinib,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,Macrophage colony-stimulating factor 1 receptor,Kinase,P07333,CSF1R,CSF1R_HUMAN,7.35,Kd,Tclin
nilotinib,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,Mast/stem cell growth factor receptor Kit,Kinase,P10721,KIT,KIT_HUMAN,7.77,Kd,Tclin
nilotinib,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,7.8,Kd,Tclin
nilotinib,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,Proto-oncogene tyrosine-protein kinase receptor Ret,Kinase,P07949,RET,RET_HUMAN,6.06,Kd,Tclin
nilotinib,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,Serine/threonine-protein kinase B-raf,Kinase,P15056,BRAF,BRAF_HUMAN,6.24,Kd,Tclin
nilotinib,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,Tyrosine-protein kinase ABL1,Kinase,P00519,ABL1,ABL1_HUMAN,8.44,Kd,Tclin
nilutamide,CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,Androgen receptor,Nuclear hormone receptor,P10275,AR,ANDR_HUMAN,8.05,IC50,Tclin
nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,Cytochrome P450 3A4,Enzyme,P08684,CYP3A4,CP3A4_HUMAN,6.12,Ki,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Activin receptor type-1,Kinase,Q04771,ACVR1,ACVR1_HUMAN,6.22,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Aurora kinase C,Kinase,Q9UQB9,AURKC,AURKC_HUMAN,6.72,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,BDNF/NT-3 growth factors receptor,Kinase,Q16620,NTRK2,NTRK2_HUMAN,7.72,Kd,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Discoidin domain-containing receptor 2,Kinase,Q16832,DDR2,DDR2_HUMAN,7.38,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Dual specificity mitogen-activated protein kinase kinase 1,Kinase,Q02750,MAP2K1,MP2K1_HUMAN,8,Kd,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Dual specificity mitogen-activated protein kinase kinase 2,Kinase,P36507,MAP2K2,MP2K2_HUMAN,7.38,Kd,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Fibroblast growth factor receptor 1,Kinase,P11362,FGFR1,FGFR1_HUMAN,7.42021656,IC50,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Fibroblast growth factor receptor 2,Kinase,P21802,FGFR2,FGFR2_HUMAN,6.46,Kd,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Fibroblast growth factor receptor 3,Kinase,P22607,FGFR3,FGFR3_HUMAN,7.03,Kd,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Hepatocyte growth factor receptor,Kinase,P08581,MET,MET_HUMAN,6.7,Kd,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,High affinity nerve growth factor receptor,Kinase,P04629,NTRK1,NTRK1_HUMAN,8.35,Kd,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Insulin receptor,Kinase,P06213,INSR,INSR_HUMAN,7.62,Kd,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Insulin-like growth factor 1 receptor,Kinase,P08069,IGF1R,IGF1R_HUMAN,7.21,Kd,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Leucine-rich repeat serine/threonine-protein kinase 2,Kinase,Q5S007,LRRK2,LRRK2_HUMAN,7.43,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Macrophage colony-stimulating factor 1 receptor,Kinase,P07333,CSF1R,CSF1R_HUMAN,7.32,Kd,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Mast/stem cell growth factor receptor Kit,Kinase,P10721,KIT,KIT_HUMAN,8.57,Kd,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Mitogen-activated protein kinase kinase kinase 7,Kinase,O43318,MAP3K7,M3K7_HUMAN,8.39,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,"Muscle, skeletal receptor tyrosine-protein kinase",Kinase,O15146,MUSK,MUSK_HUMAN,6.23,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,"Myosin light chain kinase, smooth muscle",Kinase,Q15746,MYLK,MYLK_HUMAN,6.54,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,NUAK family SNF1-like kinase 2,Kinase,Q9H093,NUAK2,NUAK2_HUMAN,7.68,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",Kinase,P15735,PHKG2,PHKG2_HUMAN,6.59,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,7.82,Kd,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.24,Kd,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Proto-oncogene tyrosine-protein kinase receptor Ret,Kinase,P07949,RET,RET_HUMAN,8.02,Kd,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Receptor-interacting serine/threonine-protein kinase 4,Kinase,P57078,RIPK4,RIPK4_HUMAN,6.36,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Ribosomal protein S6 kinase alpha-3,Kinase,P51812,RPS6KA3,KS6A3_HUMAN,7.19,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Serine/threonine-protein kinase 4,Kinase,Q13043,STK4,STK4_HUMAN,8.05,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Serine/threonine-protein kinase PAK 3,Kinase,O75914,PAK3,PAK3_HUMAN,6.68,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Serine/threonine-protein kinase PLK4,Kinase,O00444,PLK4,PLK4_HUMAN,7.28,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Serine/threonine-protein kinase SIK1,Kinase,P57059,SIK1,SIK1_HUMAN,6.17,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Serine/threonine-protein kinase STK11,Kinase,Q15831,STK11,STK11_HUMAN,7.74,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Tyrosine-protein kinase ABL1,Kinase,P00519,ABL1,ABL1_HUMAN,8,Kd,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Tyrosine-protein kinase BTK,Kinase,Q06187,BTK,BTK_HUMAN,6.51,Kd,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Tyrosine-protein kinase JAK3,Kinase,P52333,JAK3,JAK3_HUMAN,8.09,Kd,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Tyrosine-protein kinase Mer,Kinase,Q12866,MERTK,MERTK_HUMAN,8.07,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Tyrosine-protein kinase receptor UFO,Kinase,P30530,AXL,UFO_HUMAN,7.92,Kd,Tchem
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Vascular endothelial growth factor receptor 1,Kinase,P17948,FLT1,VGFR1_HUMAN,6.982966423,IC50,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Vascular endothelial growth factor receptor 2,Kinase,P35968,KDR,VGFR2_HUMAN,8.301030159,IC50,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,8.301030159,IC50,Tclin
nintedanib,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(=O)N2,cGMP-dependent protein kinase 1,Kinase,Q13976,PRKG1,KGP1_HUMAN,7.85,Kd,Tchem
nisoldipine,COC(=O)C1=C(C)NC(C)=C(C1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)OCC(C)C,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,7.1,IC50,Tclin
nitrendipine,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,Q01668,CACNA1D,CAC1D_HUMAN,8.4,IC50,Tclin
nomifensine,CN1CC(C2=CC=CC=C2)C2=CC=CC(N)=C2C1,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,7.31,Ki,Tclin
nordazepam,ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,Gamma-aminobutyric acid type B receptor subunit 2,GPCR,O75899,GABBR2,GABR2_HUMAN,8.027,IC50,Tclin
norethindrone acetate,CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,Androgen receptor,Nuclear hormone receptor,P10275,AR,ANDR_HUMAN,7.12,IC50,Tclin
norethindrone acetate,CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,Estrogen receptor,Nuclear hormone receptor,P03372,ESR1,ESR1_HUMAN,6.64,Ki,Tclin
norethindrone acetate,CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,6.53313238,Ki,Tclin
norethindrone acetate,CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,Progesterone receptor,Nuclear hormone receptor,P06401,PGR,PRGR_HUMAN,11.2596,ED50,Tclin
norethisterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,Androgen receptor,Nuclear hormone receptor,P10275,AR,ANDR_HUMAN,7.12,IC50,Tclin
norethisterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,Estrogen receptor,Nuclear hormone receptor,P03372,ESR1,ESR1_HUMAN,6.63638802,Ki,Tclin
norethisterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,6.705533774,Ki,Tclin
norethisterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,Progesterone receptor,Nuclear hormone receptor,P06401,PGR,PRGR_HUMAN,11.2596,ED50,Tclin
norfloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Gamma-aminobutyric acid receptor subunit alpha-1,Ion channel,P14867,GABRA1,GBRA1_HUMAN,6.29,IC50,Tclin
norfloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Gamma-aminobutyric acid receptor subunit alpha-2,Ion channel,P47869,GABRA2,GBRA2_HUMAN,6.29,IC50,Tclin
norfloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Gamma-aminobutyric acid receptor subunit alpha-3,Ion channel,P34903,GABRA3,GBRA3_HUMAN,6.29,IC50,Tclin
norfloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Gamma-aminobutyric acid receptor subunit alpha-5,Ion channel,P31644,GABRA5,GBRA5_HUMAN,6.29,IC50,Tclin
nortriptyline,CNCCC=C1C2=CC=CC=C2CCC2=C1C=CC=C2,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,7.301,Ki,Tclin
olanzapine,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,7.136,Ki,Tclin
olmesartan medoxomil,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(=O)OCC1=C(C)OC(=O)O1)C(C)(C)O,Type-1 angiotensin II receptor,GPCR,P30556,AGTR1,AGTR1_HUMAN,8.1,IC50,Tclin
omapatrilat,OC(=O)[C@@H]1CCC[C@@H]2SCC[C@H](NC(=O)[C@@H](S)CC3=CC=CC=C3)C(=O)N12,Angiotensin-converting enzyme,Enzyme,P12821,ACE,ACE_HUMAN,8.22,Ki,Tclin
omapatrilat,OC(=O)[C@@H]1CCC[C@@H]2SCC[C@H](NC(=O)[C@@H](S)CC3=CC=CC=C3)C(=O)N12,Neprilysin,Enzyme,P08473,MME,NEP_HUMAN,8.05,Ki,Tclin
opicapone,CC1=C(C2=NOC(=N2)C2=CC(O)=C(O)C(=C2)[N+]([O-])=O)C(Cl)=[N+]([O-])C(C)=C1Cl,Catechol O-methyltransferase,Enzyme,P21964,COMT,COMT_HUMAN,9,Ki,Tclin
opipramol,OCCN1CCN(CCCN2C3=CC=CC=C3C=CC3=C2C=CC=C3)CC1,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",Enzyme,Q15125,EBP,EBP_HUMAN,7.89,Ki,Tchem
opipramol,OCCN1CCN(CCCN2C3=CC=CC=C3C=CC3=C2C=CC=C3)CC1,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,9.7,Ki,Tclin
orlistat,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,Monoacylglycerol lipase ABHD12,Enzyme,Q8N2K0,ABHD12,ABD12_HUMAN,7.1,IC50,Tchem
orphenadrine,CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,7.431798276,Ki,Tclin
osilodrostat,FC1=C(C=CC(=C1)C#N)[C@H]1CCC2=CN=CN12,"Cytochrome P450 11B1, mitochondrial",Enzyme,P15538,CYP11B1,C11B1_HUMAN,8.6,IC50,Tclin
osimertinib,COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C,Insulin receptor,Kinase,P06213,INSR,INSR_HUMAN,6.039999962,IC50,Tclin
ospemifene,OCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,Estrogen receptor,Nuclear hormone receptor,P03372,ESR1,ESR1_HUMAN,6.0824943,IC50,Tclin
oxiconazole,ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,Cytochrome P450 3A4,Enzyme,P08684,CYP3A4,CP3A4_HUMAN,7.045757491,IC50,Tclin
