Gene Symbol,pHI
GCC1,0.20349
KIAA0753,0.30495
RFK,0.37957
CSPP1,0.3794
MBTPS1,0.37936
GORAB,0.37932
CCDC65,0.11205
LGR6,0.31721
HIST1H2AE,0.17888
NCR3LG1,0.19115
C1RL,0.18513
DUSP14,0.33148
ARHGAP24,0.37882
DNAJC18,0.3036
TMTC4,0.37865
RGS11,0.14578
ASB16,0.13755
FOXRED1,0.18911
MYOT,0.33084
UBE2D4,0.27248
SEC31B,0.19503
TMEM192,0.37816
CTC-487M23.8,0.37816
ABHD10,0.37814
FAM107B,0.37814
VPS9D1,0.3781
CROT,0.23532
MED9,0.37789
ZNF485,0.37789
SYCE1,0.12195
ZNF34,0.37781
PIGX,0.28845
KLHL21,0.15195
MRPL38,0.16632
RILP,0.11481
MRPS28,0.37766
ATP5G2,0.34249
WBP4,0.3773
MRPL32,0.37712
POU2AF1,0.3771
TTC19,0.37708
PRR24,0.10055
AKNA,0.35516
PFKFB4,0.1692
NUDT16L1,0.1129
ADAMTS8,0.37669
FAM109B,0.08165
B4GALNT1,0.11779
SCFD2,0.37664
CFI,0.28562
CTB-129P6.11,0.15632
GMPR,0.37619
MLLT11,0.17469
CD5,0.15982
CD53,0.24379
SCNM1,0.11716
NRAP,0.20666
OTX1,0.3013
STK31,0.37559
TNFAIP8L2,0.07655
C4orf47,0.26365
PHTF1,0.18494
COX15,0.26769
PPAP2C,0.37509
SCARA5,0.37505
CTC1,0.15513
ARMC9,0.37482
GRPEL1,0.37481
EVC,0.37476
C15orf52,0.21899
FGD2,0.21371
RNASET2,0.37456
SRD5A3,0.37433
ANKRD34C,0.18438
TMEM41A,0.37425
MUC1,0.30052
PCSK9,0.08776
LAT,0.23079
SH2D5,0.10603
SPECC1L-ADORA2A,0.31589
TMEM110-MUSTN1,0.09017
MBLAC1,0.09107
C16orf13,0.06411
MAD2L1BP,0.15287
ERAP2,0.37359
MRPL47,0.37352
COMMD1,0.37346
DEPDC1,0.37345
NDUFA13,0.37343
MTRNR2L5,0.37343
RGS8,0.22761
GPR133,0.37318
NDUFA4L2,0.18543
CCDC126,0.37308
POC5,0.37305
GNPDA1,0.09666
WDR62,0.24255
PTTG1IP,0.37298
GALC,0.37293
SLC35A5,0.37288
C20orf196,0.37284
C21orf33,0.10517
CORO2A,0.32374
SLCO5A1,0.34004
FIS1,0.15658
RERG,0.37259
ALOX15B,0.09714
KRTCAP2,0.22201
KIF17,0.15636
EID2,0.18218
ISLR,0.18935
SLC6A2,0.29986
FUT7,0.0481
ESRRB,0.17952
JDP2,0.37216
WRAP53,0.22371
SIGLEC11,0.07773
AC019294.1,0.08721
ERO1LB,0.27246
SCO1,0.37197
HEATR5A,0.37195
AP5B1,0.07862
FXYD3,0.34104
D2HGDH,0.29025
CDKL1,0.27524
PPAPDC1A,0.25193
ICOSLG,0.37164
CDC42EP2,0.11876
IL10RB,0.23263
ZNF672,0.31484
C14orf28,0.37153
SEMA4F,0.25435
PPP1R3C,0.37146
APOBEC2,0.37136
TYMP,0.15797
CHMP4A,0.10315
PARP3,0.08984
SPDYA,0.37107
ZNF823,0.37105
LAT2,0.19352
RRP1,0.29296
NDUFB8,0.36252
CYB5B,0.37086
KRR1,0.37084
GPR37L1,0.13715
SLC32A1,0.33888
ALS2CL,0.20293
ERCC8,0.37063
PYROXD2,0.27651
ANXA5,0.37062
TLE6,0.25887
WFIKKN2,0.22197
PPM1M,0.11617
HAAO,0.37051
RP11-123K3.4,0.12716
HRK,0.12991
EXO1,0.37038
TXLNB,0.37036
WNT1,0.10962
CAPS,0.129
FAM212A,0.11337
C19orf80,0.09417
PLEKHB1,0.22774
ZNF585B,0.37015
PPAPDC1B,0.28863
MGST3,0.36095
HOXD10,0.25219
SRRM5,0.23485
MSRB3,0.36986
CDK3,0.27278
B4GALT7,0.26203
AMACR,0.36933
TMC5,0.36929
ZMAT4,0.36926
FASTKD2,0.36925
BOK,0.36914
FAM216A,0.31702
IMP3,0.12394
ETHE1,0.22267
ARHGAP15,0.36885
ELL3,0.11077
LRWD1,0.12658
TTC21B,0.36863
CASP4,0.36853
TMEM144,0.36848
SNAPC3,0.36842
DLX5,0.36828
ARNTL2,0.36828
KLHL6,0.36818
CGA,0.26722
LGALS1,0.19244
ZNF283,0.16071
SKA2,0.35387
GNG7,0.36799
TMEM220,0.36799
CHST8,0.27694
STK4,0.36774
POLG2,0.36767
GTF3C5,0.28776
CAT,0.36763
NAAA,0.25396
IFT57,0.36754
SLC26A11,0.28729
ZUFSP,0.3672
UBE3D,0.35647
CCDC167,0.1847
NDUFB4,0.36713
EDEM2,0.3361
BDH2,0.35343
SGCA,0.18545
HPSE2,0.36692
ARPP21,0.36689
GLB1,0.36689
CYP51A1,0.27992
GXYLT2,0.36685
CNN2,0.25828
MRPS36,0.36683
KDELC2,0.36679
RPL22L1,0.36676
UBIAD1,0.32863
ZNF573,0.36672
MFHAS1,0.36671
HOXB1,0.14764
CTNNBIP1,0.3666
MICALL1,0.22353
TSPAN1,0.19813
CKAP2,0.36636
TMEM234,0.07901
SIRT5,0.36628
GZMM,0.10463
CENPH,0.29483
DAGLB,0.366
GABRG1,0.36586
B4GALT4,0.3658
SLC25A18,0.19414
PUS7L,0.36573
CNN1,0.32736
ANKAR,0.36424
AL139147.1,0.24553
CDK5RAP3,0.21015
CCL28,0.36545
PTPRJ,0.36536
HDHD3,0.10993
MSH4,0.36524
RASD2,0.36514
MFSD1,0.36512
TEFM,0.34502
PASK,0.33352
RSL1D1,0.36482
DNAJC4,0.05032
GCSAM,0.36471
SLC26A8,0.1649
FIBIN,0.36449
HIST1H2BD,0.12009
ITGA7,0.26586
TMPRSS5,0.20541
MOCOS,0.36424
STAC,0.36419
CNKSR1,0.25964
BPHL,0.36415
BLZF1,0.36306
ZFYVE27,0.21521
SLC9A8,0.35952
PPP2R3C,0.35821
RCAN1,0.36403
ST8SIA2,0.36381
TEX40,0.06214
C6orf120,0.36373
HOXC4,0.13254
COL25A1,0.31498
IL1B,0.17222
EVI2B,0.18291
SGCD,0.36361
ISOC2,0.2177
MANBAL,0.36349
TMEM91,0.16428
VAMP8,0.19907
NES,0.36237
PKIG,0.36335
SFI1,0.29236
PHLDB3,0.29135
INPP1,0.36293
RAD51C,0.3629
TATDN2,0.36285
PIGH,0.36284
LAMTOR4,0.09749
KANK4,0.36268
SLX4IP,0.36257
IER3IP1,0.36254
CINP,0.3625
ZNF235,0.17692
RANBP17,0.3623
CSF2RB,0.36227
C16orf93,0.14016
NUDT15,0.36192
CSRP1,0.36189
FLJ45079,0.11419
KLK13,0.07989
GPR75-ASB3,0.36172
ENGASE,0.20688
NUF2,0.36163
RPL39L,0.23154
HIST1H2BK,0.12755
PTGIS,0.36152
EFCAB4B,0.36136
CASQ1,0.14481
SLC25A40,0.25357
SLC22A15,0.36123
LIPH,0.36123
ZNF317,0.36119
APMAP,0.15879
ZCCHC10,0.36115
GTF2A2,0.36105
BCLAF1,0.36105
MINOS1-NBL1,0.11276
CHST3,0.36093
NOXRED1,0.19715
B3GAT1,0.36091
KIAA1467,0.29929
TAMM41,0.36076
INHBC,0.07105
GPR84,0.04389
FRK,0.36059
SSTR2,0.36054
CCDC3,0.36047
CTD-2192J16.22,0.06989
ENPP4,0.36018
FAM179A,0.2442
TMEM18,0.36014
PPA2,0.36013
NDUFAF6,0.36013
CNIH4,0.36003
TRMT10C,0.3599
DHRS7B,0.35989
IFNG,0.16206
SPATA2L,0.11222
LRRC10B,0.1022
ARVCF,0.20787
FAM110B,0.33169
MYLK2,0.33243
CHID1,0.2626
FANK1,0.35937
RSPH4A,0.23658
KCNG3,0.35925
NANOS1,0.31085
POLR1E,0.3592
AAR2,0.28926
SLC25A33,0.35915
MAN2B2,0.22481
PM20D2,0.35895
TPO,0.35887
SNAP47,0.2937
LZTR1,0.08917
FXYD5,0.15167
MYO7B,0.15841
APOA1,0.13603
GCNT2,0.35848
ZNF337,0.35847
PFDN5,0.15782
LURAP1,0.13873
OCIAD2,0.35822
XDH,0.35817
METTL5,0.35808
FSBP,0.11583
ERAP1,0.358
TMEM72,0.35791
TMEM14C,0.35778
PCK1,0.35773
SCD5,0.35764
SLC16A3,0.26291
BCL2A1,0.17775
NMB,0.28661
CEP89,0.3575
LZTFL1,0.29408
PALM2-AKAP2,0.35748
METTL7B,0.07031
NT5C3B,0.09456
ASPA,0.16866
KIAA0319,0.34573
MTHFD1L,0.3572
ITIH2,0.28606
SRD5A1,0.35711
RBM12B,0.33186
DYNLT1,0.35695
HOXD3,0.29434
GCNT1,0.35691
SMPD2,0.13149
USB1,0.23407
SLC25A16,0.26719
LANCL1,0.35673
PPT1,0.2313
AC074212.3,0.09235
PPL,0.35655
AGMAT,0.08184
DPEP2,0.14856
RNH1,0.24997
CHI3L1,0.20325
RPL26L1,0.35626
TBX19,0.34764
KIAA1586,0.35622
CD27,0.11901
ZSCAN2,0.35612
CHAD,0.19572
UNC13C,0.35587
ASB1,0.35586
SLC25A32,0.22223
MZB1,0.11341
GLIS1,0.27517
HCRTR1,0.08992
ERMAP,0.3556
MVB12A,0.18976
AL358333.1,0.35546
C14orf119,0.14464
HIST1H3J,0.07603
ADPRHL1,0.35538
ZNF781,0.14063
CTD-2369P2.10,0.17288
DUS4L,0.25093
SGOL2,0.34239
AKR1B1,0.35512
HPD,0.13019
TMEM230,0.35494
AK7,0.35489
NT5E,0.35485
CTD-3138B18.4,0.15264
IL20RA,0.35472
ZNF169,0.35464
SETDB2,0.34354
GATA5,0.35455
RP11-1035H13.3,0.35447
CMPK2,0.35438
BLVRB,0.11172
SLC34A2,0.35428
SLAMF7,0.14892
ARHGAP19,0.35414
ZNF300,0.15473
WDSUB1,0.35409
HGSNAT,0.35406
NUDT9,0.354
FKRP,0.1654
HOXD9,0.16808
ANKFN1,0.35384
ZNF837,0.21061
IL23R,0.2664
SRI,0.35349
RP11-407N17.3,0.35339
NUBPL,0.35336
ZNF461,0.14123
TMEM241,0.35298
WDR86,0.08263
NOSTRIN,0.35292
INHA,0.14864
ASCL5,0.06552
LIX1L,0.35285
C4orf33,0.2873
MZT1,0.35278
C7orf25,0.32336
ZNF420,0.20489
JAM3,0.35236
FAM177A1,0.3523
SP8,0.35227
LTK,0.07021
FAM105A,0.35213
HUS1,0.3521
PCBD1,0.14916
AGR2,0.35203
GPR161,0.34751
URM1,0.34582
HEBP1,0.35187
TMEM14A,0.21578
KIAA1377,0.35182
VIPR1,0.23592
MSLN,0.05001
KCNJ13,0.25362
COL8A2,0.26779
MBD4,0.3513
ZNF322,0.17281
AP003068.6,0.08073
CCDC77,0.35124
CYTH4,0.28204
MEOX1,0.23964
HEXB,0.34209
DAPK2,0.35076
CAPN12,0.09118
SKAP1,0.18453
DDX60L,0.35058
HERC5,0.35055
DNAH7,0.35054
AL357673.1,0.13492
H1FX,0.22831
COA4,0.27716
GLDC,0.35039
TMEM44,0.35038
SOCS1,0.21286
VAMP5,0.15045
MRPL16,0.23406
RABL5,0.35006
SSPN,0.34999
FLJ30594,0.34995
FABP4,0.34987
ALDOA,0.33364
CLCN1,0.25024
ZNF117,0.34952
SCOC,0.2037
NEK2,0.34951
C19orf67,0.09304
RPH3AL,0.34945
TMEM206,0.23685
TMEM258,0.11506
SLC35G1,0.34912
NDUFB9,0.3491
SPAG17,0.23811
ZNF627,0.34897
GPATCH4,0.09605
OGFOD3,0.34893
TMC7,0.34892
RP11-287D1.3,0.14473
PCNT,0.25168
MRPL11,0.0665
FAM136A,0.28364
ENO3,0.23803
AC012215.1,0.34863
MTBP,0.30106
GNG5,0.34844
LAMA1,0.34824
EGFLAM,0.3482
SLC25A35,0.1904
PIGG,0.32222
RP1-4G17.5,0.11538
SST,0.348
LBX1,0.13333
PXMP4,0.17163
THAP10,0.21577
RFWD3,0.34788
ANAPC11,0.31215
MYBPHL,0.11296
AMN,0.15464
PRIMPOL,0.34785
SYNE3,0.34781
HOXB5,0.32998
LGI2,0.34776
PDE6B,0.34773
SPINT2,0.24087
FOXI1,0.34767
MCFD2,0.34767
TPRX2P,0.06216
ZBTB32,0.08558
TXNDC5,0.34751
OTP,0.34749
GFRA2,0.34748
BDKRB2,0.34733
SHCBP1,0.34732
PTGS1,0.31983
PTPRN2,0.34714
TIMMDC1,0.34713
AIMP1,0.34699
PSMG1,0.34696
B9D1,0.34691
RP11-41O4.1,0.3469
DISC1,0.34688
L3HYPDH,0.3468
RPP40,0.34671
HFM1,0.34663
IGSF22,0.06097
CAB39L,0.34652
CD276,0.3465
UBAP1L,0.25889
TMEM126A,0.34636
FBXO7,0.34628
GPR27,0.20197
SAT2,0.07904
ISLR2,0.10543
MTFR1,0.34607
SPOCK3,0.346
APH1B,0.34598
GNG8,0.07772
C5orf45,0.34591
QPCTL,0.26979
TMEM126B,0.34568
TMEM229A,0.34567
RAB27B,0.34563
SYNDIG1,0.3456
TMEM260,0.34551
DHRS7,0.34547
CLDN4,0.13785
PID1,0.34541
UCN,0.18051
CD3EAP,0.13197
CFDP1,0.34529
C5orf28,0.34524
THAP9,0.34516
VGLL2,0.34516
DDX59,0.34512
LSM3,0.34505
NPFF,0.06651
AMHR2,0.13734
CBFA2T3,0.22622
ZNF195,0.34466
RIC3,0.34463
FAM96A,0.34458
SIVA1,0.26162
MAD1L1,0.34451
C7orf63,0.3445
KRTAP17-1,0.12368
ARSB,0.34444
SURF6,0.2481
PPP1R14A,0.20577
TMA7,0.28777
ACD,0.1567
RARRES1,0.34433
MERTK,0.34416
NKAPL,0.0668
SH3RF3,0.31121
HOXB4,0.1347
C14orf64,0.34386
SGK2,0.3437
AC018470.1,0.07236
NINL,0.34358
ADSSL1,0.34357
FICD,0.13514
ITIH5,0.34349
IL4R,0.34345
WDFY2,0.34337
CTD-2278I10.6,0.08433
CCDC125,0.32644
IFI35,0.20741
COMMD10,0.34322
TALDO1,0.34316
TCTEX1D2,0.32126
AC069368.3,0.0999
CCKBR,0.08323
RHPN1,0.15384
SNX10,0.1959
RAB40B,0.34277
C10orf71,0.14308
AKAP3,0.34261
CEP95,0.28386
NFATC2IP,0.2206
MELK,0.34246
PTGR1,0.3424
SRL,0.34229
TECRL,0.34229
AL020996.1,0.11574
C8orf58,0.09785
SCML4,0.34225
CLCA2,0.34224
MRRF,0.34224
CHML,0.34214
POC1A,0.15148
SRBD1,0.34204
PTRH1,0.07549
SEC22C,0.31349
SLC27A3,0.07867
BOLL,0.1506
LRP2BP,0.34171
TTC4,0.26779
CORO7,0.15512
MROH2A,0.17837
ERI2,0.34158
CNTLN,0.34138
GBX2,0.34126
ADPRM,0.34125
ZNF320,0.34123
MASP2,0.13064
SH2D4A,0.34101
STX2,0.34091
QRICH2,0.3409
CRYBG3,0.3409
SFT2D2,0.3408
SYTL2,0.34068
TMEM54,0.20285
LOH12CR1,0.32199
APLNR,0.28729
BEAN1,0.07414
NSG1,0.34041
CTD-2410N18.5,0.10322
KCTD8,0.3403
HTR7,0.34029
DCAF4L1,0.16673
KCNK6,0.19468
TSPAN15,0.31838
RPA3,0.34011
CTC-554D6.1,0.34011
AC005003.1,0.10385
TMEM19,0.34009
FAM210A,0.32711
GPR179,0.10284
ITGA10,0.34002
FAM71E2,0.10348
DRD3,0.22698
RAD51D,0.22935
CCDC73,0.33979
GLIS3,0.33972
SLC35D2,0.33965
SELRC1,0.33771
TLR2,0.29537
ANKDD1A,0.18279
TMEM237,0.3394
AC132192.1,0.33934
KBTBD3,0.31663
ITGBL1,0.33932
ANKRD39,0.18572
PSMG4,0.33913
SOST,0.21005
ASPN,0.33892
THAP6,0.18054
AC006449.1,0.11918
HS3ST1,0.33877
LRRC20,0.17812
MYO3A,0.33861
TCF7,0.24758
EFHC1,0.33849
SERGEF,0.3384
RP11-248J23.7,0.33832
SMYD3,0.33821
CCRN4L,0.33819
AIMP2,0.33804
TEC,0.33791
MXRA7,0.33788
IVD,0.15129
SLC2A9,0.33778
PRSS50,0.14842
EPN3,0.13799
GPR180,0.33757
GLIPR2,0.09868
STEAP1B,0.33754
DCAF4,0.33752
NDUFA7,0.29
FAM173B,0.3375
MLIP,0.33744
POP5,0.09522
ERVMER34-1,0.18187
C14orf23,0.33721
RP11-886H22.1,0.18311
CCL2,0.30593
FANCI,0.33701
XRRA1,0.21663
DHH,0.13022
CCDC84,0.24967
PDK1,0.33683
FAM114A1,0.33678
ADRA2C,0.30271
NELL1,0.33664
COX7A1,0.13528
DCXR,0.19878
CCDC85A,0.33646
PCP4,0.20519
SLC25A17,0.33642
CATSPERB,0.3364
FREM3,0.33632
MATN1,0.13695
MINA,0.33619
CREBZF,0.33616
NDUFAF3,0.19453
UBE2C,0.2588
SLC7A9,0.1663
GDE1,0.33597
ZNF354A,0.23953
TBX1,0.33595
PEX13,0.33594
ITGB3BP,0.23697
AGPAT9,0.33585
CTC-786C10.1,0.33581
EXOSC6,0.15888
VIMP,0.33575
RP11-676J12.7,0.33572
UFSP2,0.33567
COX20,0.33559
NUGGC,0.1671
MED29,0.12254
KISS1R,0.08365
CHKB,0.17641
NOP10,0.33534
ETNK2,0.15089
C15orf40,0.33496
ZNF775,0.21639
ADCYAP1,0.33464
STON1,0.33453
HOGA1,0.07902
C1orf74,0.19532
CYB561D1,0.06719
PUS1,0.33418
ZNF408,0.25801
PDLIM1,0.33384
GNG11,0.33383
DMRT1,0.33381
COPZ2,0.33378
ANXA4,0.33372
DPM3,0.10903
RP11-248J23.6,0.182
NCF2,0.23864
ZNF575,0.12551
SLC26A2,0.33342
CTD-3214H19.4,0.16743
REN,0.07522
GAL3ST3,0.06857
AKR1A1,0.29016
RSG1,0.09141
ODF1,0.33306
ITGB6,0.33289
TBL2,0.19128
SLC12A8,0.33249
CAPNS2,0.33237
PIGB,0.33235
AC040160.1,0.09318
DDX25,0.13608
HCLS1,0.33164
APOC2,0.1712
ZSWIM1,0.13379
DNAJB13,0.09409
ZFAND4,0.33176
NMNAT1,0.33165
AP006621.5,0.12738
TMCC3,0.33154
AC011551.3,0.08867
CXCL12,0.33141
IQCH,0.33139
SIAE,0.33134
MRPL48,0.31717
FAIM3,0.33128
TRPV1,0.33122
GPX4,0.18958
THEM5,0.07271
CCNA1,0.25156
PPP1R35,0.12289
RAB11FIP1,0.29651
TMEM42,0.23897
GPX1,0.13278
TMEM136,0.33075
ZNF518B,0.33062
RARRES3,0.15107
CLN5,0.33044
FRRS1L,0.33037
C1orf204,0.12942
PIGF,0.33029
ZNF441,0.2829
THAP3,0.21573
TRMT10A,0.15719
FASTKD3,0.33016
GRPEL2,0.26269
IL18RAP,0.15286
ZNF831,0.32992
TTC22,0.25234
VHL,0.32973
OPALIN,0.08617
ISPD,0.3296
PAX9,0.32768
TMCO3,0.32958
AE000662.92,0.03015
KIAA1211,0.32954
USMG5,0.32952
MPHOSPH6,0.32947
P4HA2,0.32942
CEP112,0.32915
MUC15,0.32912
ZWINT,0.32908
PRSS23,0.32904
PXMP2,0.32894
ADC,0.31686
RCBTB1,0.32881
AC007040.11,0.09459
FCRLB,0.04345
THG1L,0.19524
CDON,0.32875
IL12RB2,0.30226
PTGIR,0.12224
CLEC3B,0.3285
HOXC9,0.16969
CCDC7,0.32846
WDR17,0.3284
NDUFA10,0.3284
AK2,0.32827
FAM19A2,0.32823
CD84,0.06225
C11orf35,0.0477
FBP1,0.32811
C19orf73,0.0519
PARM1,0.32795
ACOX2,0.32786
DYSF,0.32777
SIKE1,0.32772
TMPRSS6,0.09974
RTKN2,0.32754
CSGALNACT1,0.32753
TMX2-CTNND1,0.18532
MUC2,0.31837
NXPH3,0.12815
ZNF697,0.32728
STAR,0.30067
SLC8B1,0.30316
SLC7A2,0.3269
CENPL,0.3269
CMSS1,0.32687
STK32B,0.32667
SPATA6,0.32665
EPCAM,0.32664
ANKRD31,0.32661
PLEKHH2,0.32647
PDPN,0.32646
RFX6,0.20893
FAM173A,0.07122
DPY19L4,0.31157
KBTBD8,0.32625
METTL10,0.3262
MRPS2,0.12028
DKK3,0.32599
NGF,0.32596
GAS2L3,0.32596
NDUFA5,0.32596
TREH,0.1437
UPP2,0.17528
SV2C,0.32564
B3GALTL,0.32563
FAM101B,0.32561
TLL2,0.18134
TRHR,0.32552
NUDT14,0.32548
MAN1B1,0.16274
HOMEZ,0.13989
RP11-637O19.3,0.32536
WNT9B,0.20823
ZNF692,0.21226
SERINC4,0.23258
SMAD6,0.32512
VIPR2,0.32512
MRPS15,0.24763
PRPSAP1,0.29969
ELTD1,0.32507
FAM213A,0.32488
MRPS24,0.31028
SLCO2A1,0.32463
ZNF212,0.19759
CERS3,0.32451
PARK2,0.3245
TYROBP,0.13663
ALDH1L2,0.32444
RNF181,0.14611
ABHD4,0.19662
RFESD,0.08025
STK17B,0.32424
SLC39A4,0.1014
COX16,0.32416
DNAJC30,0.09061
RP11-133K1.2,0.1534
TMEM17,0.32403
FAM180B,0.14337
FAM174B,0.32391
SLC45A4,0.3239
RP11-830F9.6,0.10283
MSRB1,0.11039
CBLN2,0.32353
CA3,0.32347
TTC27,0.32346
WDR73,0.32343
DLEC1,0.32342
BAIAP3,0.18835
GSDMB,0.14809
MPO,0.07659
POLRMT,0.30235
CCDC114,0.13324
PSMG2,0.32316
ZNF32,0.21047
NAT6,0.09418
MBOAT4,0.18066
SHISA5,0.20007
COL24A1,0.32276
ZNF816,0.1252
EHHADH,0.32247
STK33,0.32236
C10orf35,0.10506
C8orf44,0.16761
TRAF5,0.3223
PHLDA3,0.32216
LRRC28,0.32216
LRRC23,0.19252
CXCL14,0.25551
ZMPSTE24,0.322
SLC4A11,0.32198
GRSF1,0.30874
MYL9,0.32176
DLX2,0.15719
NKD2,0.3216
CCDC181,0.29928
ITPA,0.21196
ATP5E,0.32141
FAM207A,0.3214
TBXA2R,0.12731
HFE,0.08242
ZNF714,0.32115
STK17A,0.32112
MRPS26,0.11888
FAH,0.32106
VDR,0.31064
SLC28A3,0.32096
HADH,0.32086
ODF3B,0.15344
RP3-468K18.5,0.32074
DDX20,0.32069
ZNF564,0.29758
C2orf47,0.32055
TMEM232,0.32053
CCDC138,0.24296
RP11-712L6.5,0.32029
ZKSCAN8,0.26916
GNAT1,0.05475
PNLDC1,0.20856
FGGY,0.32008
MIR3654,0.18502
ZNF17,0.09769
KIF9,0.24392
ZNF563,0.31993
LOR,0.17575
L2HGDH,0.27961
C19orf55,0.10551
KIF24,0.31948
SFRP4,0.1739
DARC,0.08122
CEACAM1,0.31581
C4orf3,0.31938
GMFG,0.14568
NTAN1,0.25138
C3orf18,0.12606
MGAT2,0.16047
SUSD1,0.31926
C2orf49,0.31924
ARV1,0.31924
METTL1,0.14705
CD96,0.3192
C11orf49,0.31919
ZNF626,0.31912
PROM1,0.3191
APBA3,0.13584
GALNT12,0.31892
FRMPD1,0.19834
SYS1,0.18411
SGOL1,0.31869
UPF3A,0.31854
AKR7A2,0.08546
DQX1,0.19111
DFNA5,0.31849
ELOVL3,0.12302
TSR3,0.09147
SLC25A24,0.3182
MRPL41,0.19513
AMER2,0.14899
C9orf91,0.31802
MAP1LC3B2,0.09742
HSD17B11,0.24734
MTRF1,0.31786
ZNF70,0.11285
CCNB1IP1,0.23541
AARSD1,0.14674
UBXN2A,0.31756
KCTD21,0.16498
XXYLT1,0.31746
CDC42EP3,0.31746
SIGLEC14,0.10308
RBBP9,0.25727
TNFRSF10B,0.31726
FAM46B,0.31723
NHEJ1,0.16742
CELA1,0.0489
PRPS1L1,0.31688
AC096677.1,0.31685
MARC2,0.3168
HYAL3,0.08687
SDCBP2,0.26716
PTER,0.31663
IFI30,0.11328
GFER,0.07497
DMRTC2,0.2119
ITFG3,0.31624
CLDN19,0.07959
COMMD3-BMI1,0.25467
RP11-156E8.1,0.31598
EMP2,0.31596
ENTPD7,0.31592
PTX3,0.31591
GFI1,0.31589
DMBT1,0.31587
AC005779.2,0.07855
NRTN,0.09635
ITGA8,0.31565
GPIHBP1,0.15452
TXK,0.31203
FLJ20373,0.23956
DBI,0.11033
AC024940.1,0.31547
IFIT2,0.21479
ZNF227,0.31544
S100A14,0.24748
PNLIP,0.31517
NFE2L3,0.31505
DHCR7,0.19004
POFUT2,0.31497
LACTB2,0.31493
COA5,0.1304
CAMLG,0.31468
IFT43,0.31453
SPC25,0.16804
ZNF112,0.24636
PEF1,0.22959
TTYH2,0.3144
GGNBP1,0.08162
RP11-644F5.10,0.05645
VAT1L,0.31422
NUDT13,0.19143
TC2N,0.31409
IRAK4,0.27973
NANOS3,0.09027
KIAA0040,0.31396
RP1-309K20.6,0.14228
FOXE1,0.31389
BUB1,0.31387
LPPR3,0.27383
AC026703.1,0.31335
PKD1L1,0.23266
GPR132,0.11731
GPALPP1,0.31325
CHRNA4,0.13625
GOSR2,0.31314
ZNF484,0.31307
C16orf58,0.11398
RP1-317E23.6,0.08338
KRBA2,0.09579
SNTG2,0.31289
MRPL18,0.31289
C1orf122,0.13222
DDX56,0.12397
ZNF792,0.11469
NPHS1,0.09321
ZNF74,0.24075
RXFP1,0.30322
UBE2L6,0.13301
KCTD18,0.31244
ZCWPW2,0.31242
CYYR1,0.3124
CCDC108,0.09996
HPGD,0.31228
COLEC10,0.31224
TCP11L2,0.31221
ZNF175,0.22567
GGCT,0.31213
AC004381.6,0.26984
TCHP,0.13839
VIL1,0.13383
INSC,0.31207
RHOT2,0.11744
PRMT6,0.31197
MTRNR2L9,0.31193
THEMIS2,0.15649
IBA57,0.19338
PLGRKT,0.31187
CDC42EP1,0.19996
PRX,0.218
MAVS,0.31177
CD247,0.19142
FAM64A,0.05939
B3GALT1,0.30806
PTGFR,0.31133
SERINC2,0.21043
CMBL,0.31125
GANC,0.27331
NSUN7,0.31106
PLEKHG6,0.31082
MOCS1,0.3108
MRPL46,0.31079
KLHL26,0.28727
FLVCR2,0.31066
SPRYD7,0.31063
ELP6,0.22183
MFSD3,0.10056
PTS,0.31044
C12orf79,0.19572
XRCC2,0.31035
MRPL19,0.31019
LAD1,0.31005
WIBG,0.28423
RFXAP,0.31001
CTC-534A2.2,0.18995
CTB-102L5.4,0.30985
MRFAP1L1,0.30984
TRPM2,0.19954
SPRR2A,0.21119
EXOSC1,0.20667
RNLS,0.19873
ANKRD27,0.30929
TXNRD3,0.30928
TMEM119,0.30924
PRR15L,0.30922
GPR37,0.30914
CCDC102B,0.3091
CDR2,0.30901
SLC41A3,0.309
KLHL23,0.25007
ARHGAP9,0.12351
EFCAB8,0.17374
AL354993.1,0.30877
CDC25C,0.23607
TMED5,0.2118
GAL3ST1,0.30636
KIAA1024,0.22487
CPNE3,0.30862
FMO1,0.30859
OSER1,0.30845
GPR149,0.30842
RFTN2,0.30814
CDCA4,0.25806
SMCR8,0.2022
TGS1,0.30786
BCAT1,0.30777
HCST,0.07013
PTPN7,0.14967
CKMT2,0.27169
GSDMC,0.30752
FBXL12,0.2695
AL627171.2,0.13094
SMAGP,0.30749
FTL,0.30748
AC007390.5,0.30034
C1orf109,0.17793
TMEM231,0.30738
SLC5A2,0.06931
NKIRAS1,0.30736
AC002985.3,0.07565
ARL13B,0.30724
FCN3,0.10025
KIAA0825,0.18304
C19orf38,0.22376
C19orf59,0.0488
COMTD1,0.08096
OVCH1-AS1,0.30681
ZDHHC23,0.16319
TUBA8,0.21497
ZNF786,0.30668
MTAP,0.30656
HIST2H2AB,0.28696
ZNF234,0.1469
MTRNR2L4,0.21572
SLC2A14,0.1637
CECR1,0.30638
FMO2,0.30637
NUBP2,0.08617
POMC,0.29135
MGMT,0.30626
SLC46A3,0.30625
CYP2S1,0.27162
DHODH,0.28566
C17orf59,0.11156
DYNLRB1,0.25866
ARHGAP40,0.25079
RP11-5A19.5,0.05625
PMAIP1,0.30594
ASB5,0.3059
PCOLCE2,0.30589
STAP1,0.30586
NABP1,0.30581
CARD16,0.30563
